image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0183x2,0.202,0.527,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.5,0.383,,,,,,,,,,,,,,,,
0184x2,0.203,0.524,0.205,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.499,0.398,,,,,,,,,,,,,,,,
0185x2,0.196,0.521,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.446,0.402,,,,,,,,,,,,,,,,
0186x2,0.186,0.515,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.505,0.371,,,,,,,,,,,,,,,,
0187x2,0.232,0.541,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.514,0.422,,,,,,,,,,,,,,,,
0188x2,0.201,0.54,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.412,1.562,0.409,,,,,,,,,,,,,,,,
0189x2,0.151,0.496,0.174,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.493,0.349,,,,,,,,,,,,,,,,
0190x2,0.188,0.535,0.243,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.512,0.398,,,,,,,,,,,,,,,,
0191x2,0.22,0.511,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.41,1.429,0.416,,,,,,,,,,,,,,,,
0192x2,0.218,0.537,0.258,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.464,0.413,,,,,,,,,,,,,,,,
0193x2,0.215,0.532,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.467,0.392,,,,,,,,,,,,,,,,
0194x2,0.196,0.54,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.483,0.41,,,,,,,,,,,,,,,,
0195x2,0.2,0.53,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.484,0.399,,,,,,,,,,,,,,,,
0196x2,0.208,0.521,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.453,0.403,,,,,,,,,,,,,,,,
0197x2,0.197,0.518,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.457,0.418,,,,,,,,,,,,,,,,
0198x2,0.184,0.542,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.527,0.406,,,,,,,,,,,,,,,,
0199x2,0.224,0.554,0.253,0.736842105263158,0.736842105263158,0.736842105263158,0.417,1.589,0.421,,,,,,,,,,,,,,,,
0200x2,0.251,0.554,0.332,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.508,0.415,,,,,,,,,,,,,,,,
0201x2,0.199,0.509,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.509,0.355,,,,,,,,,,,,,,,,
0202x2,0.218,0.56,0.289,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.528,0.446,,,,,,,,,,,,,,,,
0203x2,0.196,0.544,0.245,0.736842105263158,0.736842105263158,0.736842105263158,0.375,1.467,0.411,,,,,,,,,,,,,,,,
0204x2,0.209,0.511,0.266,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.427,0.374,,,,,,,,,,,,,,,,
0205x2,0.073,0.46,0.237,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.349,0.356,,,,,,,,,,,,,,,,
0206x2,0.191,0.519,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.52,0.366,,,,,,,,,,,,,,,,
0207x2,0.19,0.535,0.229,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.503,0.42,,,,,,,,,,,,,,,,
0208x2,0.164,0.523,0.179,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.478,0.383,,,,,,,,,,,,,,,,
0209x2,0.203,0.525,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.517,0.374,,,,,,,,,,,,,,,,
0210x2,0.17,0.551,0.167,0.736842105263158,0.736842105263158,0.736842105263158,0.408,1.506,0.432,,,,,,,,,,,,,,,,
0211x2,0.287,0.529,0.274,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.51,0.408,,,,,,,,,,,,,,,,
0212x2,0.19,0.558,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.407,1.592,0.399,,,,,,,,,,,,,,,,
0213x2,0.202,0.521,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.462,0.4,,,,,,,,,,,,,,,,
0214x2,0.204,0.519,0.274,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.416,0.384,,,,,,,,,,,,,,,,
0215x2,0.216,0.554,0.263,0.736842105263158,0.736842105263158,0.736842105263158,0.407,1.532,0.4,,,,,,,,,,,,,,,,
0216x2,0.212,0.524,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.489,0.388,,,,,,,,,,,,,,,,
0217x2,0.213,0.573,0.248,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.686,0.377,,,,,,,,,,,,,,,,
0218x2,0.184,0.506,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.493,0.416,,,,,,,,,,,,,,,,
0219x2,0.187,0.532,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.484,0.417,,,,,,,,,,,,,,,,
0220x2,0.212,0.514,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.47,0.376,,,,,,,,,,,,,,,,
0221x2,0.203,0.548,0.244,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.519,0.414,,,,,,,,,,,,,,,,
0222x2,0.182,0.496,0.202,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.426,0.378,,,,,,,,,,,,,,,,
0223x2,0.212,0.531,0.255,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.487,0.405,,,,,,,,,,,,,,,,
0224x2,0.198,0.538,0.213,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.495,0.409,,,,,,,,,,,,,,,,
0225x2,0.227,0.524,0.252,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.483,0.408,,,,,,,,,,,,,,,,
0226x2,0.188,0.508,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.371,1.444,0.365,,,,,,,,,,,,,,,,
0227x2,0.187,0.483,0.187,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.348,0.389,,,,,,,,,,,,,,,,
0228x2,0.2,0.54,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.483,0.402,,,,,,,,,,,,,,,,
0229x2,0.178,0.519,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.484,0.385,,,,,,,,,,,,,,,,
0230x2,0.189,0.524,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.487,0.425,,,,,,,,,,,,,,,,
0231x2,0.206,0.546,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.48,0.436,,,,,,,,,,,,,,,,
0232x2,0.201,0.509,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.47,0.361,,,,,,,,,,,,,,,,
0233x2,0.202,0.52,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.487,0.386,,,,,,,,,,,,,,,,
0234x2,0.217,0.525,0.231,0.736842105263158,0.736842105263158,0.736842105263158,0.411,1.54,0.387,,,,,,,,,,,,,,,,
0235x2,0.198,0.505,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.507,0.381,,,,,,,,,,,,,,,,
0236x2,0.239,0.535,0.251,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.506,0.382,,,,,,,,,,,,,,,,
0237x2,0.173,0.504,0.161,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.511,0.349,,,,,,,,,,,,,,,,
0238x2,0.195,0.505,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.348,0.407,,,,,,,,,,,,,,,,
0239x2,0.2,0.526,0.259,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.419,0.38,,,,,,,,,,,,,,,,
0240x2,0.191,0.552,0.182,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.568,0.347,,,,,,,,,,,,,,,,
0241x2,0.183,0.53,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.487,0.404,,,,,,,,,,,,,,,,
0242x2,0.239,0.538,0.29,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.537,0.417,,,,,,,,,,,,,,,,
0243x2,0.195,0.442,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.368,1.282,0.354,,,,,,,,,,,,,,,,
0244x2,0.225,0.524,0.252,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.513,0.371,,,,,,,,,,,,,,,,
0245x2,0.225,0.532,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.408,1.56,0.399,,,,,,,,,,,,,,,,
0246x2,0.196,0.488,0.185,0.736842105263158,0.736842105263158,0.736842105263158,0.373,1.388,0.35,,,,,,,,,,,,,,,,
0247x2,0.195,0.527,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.5,0.388,,,,,,,,,,,,,,,,
0248x2,0.22,0.526,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.533,0.407,,,,,,,,,,,,,,,,
0249x2,0.228,0.515,0.26,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.461,0.398,,,,,,,,,,,,,,,,
0250x2,0.203,0.543,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.52,0.398,,,,,,,,,,,,,,,,
0251x2,0.198,0.53,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.474,0.4,,,,,,,,,,,,,,,,
0252x2,0.206,0.535,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.502,0.394,,,,,,,,,,,,,,,,
0253x2,0.191,0.54,0.202,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.5,0.397,,,,,,,,,,,,,,,,
0254x2,0.228,0.536,0.255,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.529,0.42,,,,,,,,,,,,,,,,
0255x2,0.211,0.527,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.465,0.389,,,,,,,,,,,,,,,,
0256x2,0.209,0.543,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.511,0.38,,,,,,,,,,,,,,,,
0257x2,0.222,0.513,0.276,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.517,0.365,,,,,,,,,,,,,,,,
0258x2,0.176,0.535,0.199,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.503,0.394,,,,,,,,,,,,,,,,
0259x2,0.175,0.523,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.524,0.382,,,,,,,,,,,,,,,,
0260x2,0.185,0.529,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.507,0.4,,,,,,,,,,,,,,,,
0261x2,0.216,0.534,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.498,0.397,,,,,,,,,,,,,,,,
0262x2,0.18,0.51,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.532,0.368,,,,,,,,,,,,,,,,
0263x2,0.2,0.528,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.503,0.387,,,,,,,,,,,,,,,,
0264x2,0.219,0.517,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.505,0.381,,,,,,,,,,,,,,,,
0265x2,0.192,0.51,0.169,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.46,0.354,,,,,,,,,,,,,,,,
0266x2,0.214,0.517,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.482,0.397,,,,,,,,,,,,,,,,
0267x2,0.202,0.532,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.499,0.396,,,,,,,,,,,,,,,,
0268x2,0.192,0.543,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.487,0.41,,,,,,,,,,,,,,,,
0269x2,0.203,0.536,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.547,0.379,,,,,,,,,,,,,,,,
0270x2,0.184,0.527,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.542,0.38,,,,,,,,,,,,,,,,
0271x2,0.194,0.498,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.482,0.365,,,,,,,,,,,,,,,,
0272x2,0.182,0.515,0.169,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.462,0.384,,,,,,,,,,,,,,,,
0273x2,0.224,0.526,0.253,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.491,0.39,,,,,,,,,,,,,,,,
0274x2,0.229,0.542,0.251,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.496,0.425,,,,,,,,,,,,,,,,
0275x2,0.229,0.523,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.526,0.381,,,,,,,,,,,,,,,,
0276x2,0.185,0.53,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.581,0.399,,,,,,,,,,,,,,,,
0277x2,0.198,0.519,0.197,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.467,0.396,,,,,,,,,,,,,,,,
0278x2,0.201,0.487,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.367,0.399,,,,,,,,,,,,,,,,
0279x2,0.204,0.536,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.481,0.413,,,,,,,,,,,,,,,,
0280x2,0.196,0.497,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.409,0.384,,,,,,,,,,,,,,,,
0281x2,0.209,0.497,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.364,1.378,0.359,,,,,,,,,,,,,,,,
0282x2,0.226,0.536,0.269,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.498,0.403,,,,,,,,,,,,,,,,
0283x2,0.19,0.525,0.216,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.474,0.378,,,,,,,,,,,,,,,,
0284x2,0.197,0.54,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.521,0.416,,,,,,,,,,,,,,,,
0285x2,0.192,0.473,0.181,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.317,0.399,,,,,,,,,,,,,,,,
0286x2,0.216,0.492,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.513,0.359,,,,,,,,,,,,,,,,
0287x2,0.194,0.504,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.498,0.381,,,,,,,,,,,,,,,,
0288x2,0.156,0.528,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.483,0.389,,,,,,,,,,,,,,,,
0289x2,0.178,0.481,0.19,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.352,0.364,,,,,,,,,,,,,,,,
0290x2,0.219,0.528,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.53,0.383,,,,,,,,,,,,,,,,
0291x2,0.223,0.558,0.169,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.479,0.395,,,,,,,,,,,,,,,,
0292x2,0.187,0.522,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.537,0.368,,,,,,,,,,,,,,,,
0293x2,0.193,0.499,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.45,0.355,,,,,,,,,,,,,,,,
0294x2,0.213,0.533,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.527,0.389,,,,,,,,,,,,,,,,
0295x2,0.22,0.565,0.205,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.584,0.407,,,,,,,,,,,,,,,,
0296x2,0.211,0.524,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.485,0.396,,,,,,,,,,,,,,,,
0297x2,0.256,0.552,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.409,1.51,0.427,,,,,,,,,,,,,,,,
0298x2,0.232,0.544,0.273,0.736842105263158,0.736842105263158,0.736842105263158,0.407,1.476,0.404,,,,,,,,,,,,,,,,
0299x2,0.133,0.492,0.119,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.477,0.348,,,,,,,,,,,,,,,,
0300x2,0.219,0.507,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.482,0.363,,,,,,,,,,,,,,,,
0301x2,0.191,0.526,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.491,0.41,,,,,,,,,,,,,,,,
0302x2,0.192,0.548,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.461,0.434,,,,,,,,,,,,,,,,
0303x2,0.221,0.492,0.271,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.425,0.405,,,,,,,,,,,,,,,,
0304x2,0.233,0.546,0.285,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.461,0.435,,,,,,,,,,,,,,,,
0305x2,0.224,0.515,0.261,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.479,0.368,,,,,,,,,,,,,,,,
0306x2,0.17,0.487,0.199,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.455,0.37,,,,,,,,,,,,,,,,
0307x2,0.246,0.538,0.267,0.736842105263158,0.736842105263158,0.736842105263158,0.407,1.522,0.401,,,,,,,,,,,,,,,,
0308x2,0.218,0.54,0.285,0.736842105263158,0.736842105263158,0.736842105263158,0.409,1.497,0.409,,,,,,,,,,,,,,,,
0309x2,0.195,0.53,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.52,0.377,,,,,,,,,,,,,,,,
0310x2,0.219,0.558,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.504,0.409,,,,,,,,,,,,,,,,
0311x2,0.25,0.482,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.46,0.341,,,,,,,,,,,,,,,,
0312x2,0.191,0.513,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.422,0.376,,,,,,,,,,,,,,,,
0313x2,0.185,0.44,0.211,0.736842105263158,0.736842105263158,0.736842105263158,0.368,1.274,0.346,,,,,,,,,,,,,,,,
0314x2,0.157,0.521,0.176,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.529,0.39,,,,,,,,,,,,,,,,
0315x2,0.215,0.506,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.446,0.389,,,,,,,,,,,,,,,,
0316x2,0.181,0.525,0.213,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.459,0.435,,,,,,,,,,,,,,,,
0317x2,0.194,0.53,0.229,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.511,0.382,,,,,,,,,,,,,,,,
0318x2,0.218,0.532,0.243,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.501,0.385,,,,,,,,,,,,,,,,
0319x2,0.212,0.535,0.253,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.507,0.39,,,,,,,,,,,,,,,,
0320x2,,0.559,,0.736842105263158,0.736842105263158,0.736842105263158,0.407,1.525,0.442,,,,,,,,,,,,,,,,
0321x2,0.203,0.542,0.212,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.514,0.406,,,,,,,,,,,,,,,,
0322x2,0.207,0.55,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.582,0.402,,,,,,,,,,,,,,,,
0323x2,0.19,0.542,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.407,1.541,0.427,,,,,,,,,,,,,,,,
0324x2,0.244,0.498,0.184,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.342,0.4,,,,,,,,,,,,,,,,
0325x2,0.219,0.519,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.526,0.366,,,,,,,,,,,,,,,,
0326x2,0.236,0.536,0.259,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.478,0.395,,,,,,,,,,,,,,,,
0327x2,0.213,0.513,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.439,0.382,,,,,,,,,,,,,,,,
0328x2,0.202,0.495,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.482,0.373,,,,,,,,,,,,,,,,
0329x2,0.23,0.488,0.274,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.353,0.388,,,,,,,,,,,,,,,,
0330x2,0.174,0.518,0.245,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.435,0.413,,,,,,,,,,,,,,,,
0331x2,0.217,0.487,0.28,0.736842105263158,0.736842105263158,0.736842105263158,0.413,1.375,0.423,,,,,,,,,,,,,,,,
0332x2,0.161,0.502,0.168,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.485,0.369,,,,,,,,,,,,,,,,
0333x2,0.207,0.566,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.497,0.431,,,,,,,,,,,,,,,,
0334x2,0.206,0.538,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.516,0.4,,,,,,,,,,,,,,,,
0335x2,0.203,0.504,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.503,0.376,,,,,,,,,,,,,,,,
0336x2,0.199,0.518,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.461,0.396,,,,,,,,,,,,,,,,
0337x2,0.212,0.538,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.556,0.369,,,,,,,,,,,,,,,,
0338x2,0.202,0.536,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.505,0.395,,,,,,,,,,,,,,,,
0339x2,0.23,0.585,0.246,0.736842105263158,0.736842105263158,0.736842105263158,0.417,1.58,0.426,,,,,,,,,,,,,,,,
0340x2,0.16,0.48,0.145,0.736842105263158,0.736842105263158,0.736842105263158,0.359,1.481,0.31,,,,,,,,,,,,,,,,
0341x2,0.23,0.521,0.252,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.56,0.379,,,,,,,,,,,,,,,,
0342x2,0.19,0.54,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.49,0.405,,,,,,,,,,,,,,,,
0343x2,0.223,0.482,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.41,0.372,,,,,,,,,,,,,,,,
0344x2,0.203,0.478,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.327,0.374,,,,,,,,,,,,,,,,
0345x2,0.222,0.523,0.262,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.471,0.411,,,,,,,,,,,,,,,,
0346x2,0.22,0.513,0.251,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.495,0.392,,,,,,,,,,,,,,,,
0347x2,0.219,0.544,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.55,0.381,,,,,,,,,,,,,,,,
0348x2,0.198,0.504,0.195,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.511,0.347,,,,,,,,,,,,,,,,
0349x2,0.178,0.493,0.193,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.502,0.391,,,,,,,,,,,,,,,,
0350x2,0.197,0.431,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.364,1.164,0.349,,,,,,,,,,,,,,,,
0351x2,0.199,0.531,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.514,0.411,,,,,,,,,,,,,,,,
0352x2,0.211,0.446,0.167,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.34,0.364,,,,,,,,,,,,,,,,
0353x2,0.234,0.562,0.293,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.578,0.419,,,,,,,,,,,,,,,,
0354x2,0.176,0.539,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.521,0.403,,,,,,,,,,,,,,,,
0355x2,0.214,0.515,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.507,0.39,,,,,,,,,,,,,,,,
0356x2,0.179,0.506,0.194,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.514,0.366,,,,,,,,,,,,,,,,
0357x2,0.194,0.495,0.286,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.439,0.356,,,,,,,,,,,,,,,,
0358x2,0.213,0.529,0.23,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.465,0.387,,,,,,,,,,,,,,,,
0359x2,0.216,0.535,0.261,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.477,0.396,,,,,,,,,,,,,,,,
0360x2,0.187,0.576,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.696,0.355,,,,,,,,,,,,,,,,
0361x2,0.214,0.503,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.43,0.396,,,,,,,,,,,,,,,,
0362x2,0.213,0.539,0.262,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.525,0.409,,,,,,,,,,,,,,,,
0363x2,0.181,0.503,0.188,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.456,0.373,,,,,,,,,,,,,,,,
0364x2,0.184,0.535,0.206,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.495,0.389,,,,,,,,,,,,,,,,
0365x2,0.208,0.507,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.464,0.375,,,,,,,,,,,,,,,,
0366x2,0.211,0.527,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.485,0.405,,,,,,,,,,,,,,,,
0367x2,0.212,0.512,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.506,0.364,,,,,,,,,,,,,,,,
0368x2,0.214,0.535,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.488,0.39,,,,,,,,,,,,,,,,
0369x2,0.207,0.531,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.508,0.399,,,,,,,,,,,,,,,,
0370x2,0.167,0.543,0.163,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.513,0.382,,,,,,,,,,,,,,,,
0371x2,0.206,0.527,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.479,0.383,,,,,,,,,,,,,,,,
0372x2,0.18,0.52,0.177,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.451,0.368,,,,,,,,,,,,,,,,
0373x2,0.171,0.496,0.188,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.363,0.389,,,,,,,,,,,,,,,,
0374x2,0.196,0.526,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.533,0.37,,,,,,,,,,,,,,,,
0375x2,0.195,0.475,0.197,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.384,0.353,,,,,,,,,,,,,,,,
0376x2,0.226,0.53,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.479,0.401,,,,,,,,,,,,,,,,
0377x2,0.19,0.55,0.286,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.503,0.426,,,,,,,,,,,,,,,,
0378x2,0.244,0.556,0.285,0.736842105263158,0.736842105263158,0.736842105263158,0.41,1.528,0.417,,,,,,,,,,,,,,,,
0379x2,0.192,0.509,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.52,0.385,,,,,,,,,,,,,,,,
0380x2,0.199,0.557,0.17,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.495,0.405,,,,,,,,,,,,,,,,
0381x2,0.208,0.525,0.244,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.495,0.372,,,,,,,,,,,,,,,,
0382x2,0.226,0.496,0.196,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.441,0.362,,,,,,,,,,,,,,,,
0383x2,0.214,0.529,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.502,0.381,,,,,,,,,,,,,,,,
