image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0209x2,0.196,0.523,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.506,0.367,,,,,,,,,,,,,
0210x2,0.141,0.535,0.138,0.736842105263158,0.736842105263158,0.736842105263158,0.424,1.468,0.437,,,,,,,,,,,,,
0211x2,0.321,0.537,0.328,0.736842105263158,0.736842105263158,0.736842105263158,0.36,1.445,0.382,,,,,,,,,,,,,
0212x2,0.217,0.561,0.252,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.574,0.379,,,,,,,,,,,,,
0213x2,0.193,0.515,0.211,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.406,0.377,,,,,,,,,,,,,
0214x2,0.218,0.475,0.259,0.736842105263158,0.736842105263158,0.736842105263158,0.37,1.328,0.33,,,,,,,,,,,,,
0215x2,0.219,0.552,0.263,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.521,0.404,,,,,,,,,,,,,
0216x2,0.222,0.504,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.408,0.352,,,,,,,,,,,,,
0217x2,0.213,0.572,0.252,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.675,0.369,,,,,,,,,,,,,
0218x2,0.189,0.506,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.503,0.389,,,,,,,,,,,,,
0219x2,0.192,0.527,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.468,0.414,,,,,,,,,,,,,
0220x2,0.202,0.51,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.454,0.371,,,,,,,,,,,,,
0221x2,0.216,0.545,0.254,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.481,0.386,,,,,,,,,,,,,
0222x2,0.158,0.484,0.174,0.736842105263158,0.736842105263158,0.736842105263158,0.362,1.426,0.346,,,,,,,,,,,,,
0223x2,0.212,0.532,0.258,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.468,0.42,,,,,,,,,,,,,
0224x2,0.207,0.529,0.204,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.481,0.386,,,,,,,,,,,,,
0225x2,0.23,0.521,0.261,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.476,0.391,,,,,,,,,,,,,
0226x2,0.187,0.482,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.353,1.39,0.327,,,,,,,,,,,,,
0227x2,0.179,0.483,0.174,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.331,0.381,,,,,,,,,,,,,
0228x2,0.195,0.531,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.374,1.443,0.395,,,,,,,,,,,,,
0229x2,0.168,0.522,0.201,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.482,0.383,,,,,,,,,,,,,
0230x2,0.182,0.53,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.475,0.411,,,,,,,,,,,,,
0231x2,0.227,0.557,0.275,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.459,0.43,,,,,,,,,,,,,
0232x2,0.202,0.488,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.436,0.349,,,,,,,,,,,,,
0233x2,0.195,0.513,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.449,0.372,,,,,,,,,,,,,
0234x2,0.201,0.519,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.54,0.36,,,,,,,,,,,,,
0235x2,0.191,0.501,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.514,0.369,,,,,,,,,,,,,
0236x2,0.246,0.526,0.251,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.489,0.361,,,,,,,,,,,,,
0237x2,0.181,0.5,0.159,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.51,0.329,,,,,,,,,,,,,
0238x2,0.203,0.503,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.372,1.32,0.402,,,,,,,,,,,,,
0239x2,0.207,0.515,0.263,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.418,0.368,,,,,,,,,,,,,
0240x2,0.194,0.545,0.212,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.571,0.34,,,,,,,,,,,,,
0241x2,0.178,0.533,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.457,0.42,,,,,,,,,,,,,
0242x2,0.234,0.535,0.281,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.506,0.389,,,,,,,,,,,,,
0243x2,0.17,0.39,0.193,0.736842105263158,0.736842105263158,0.736842105263158,0.339,1.128,0.33,,,,,,,,,,,,,
0244x2,0.212,0.523,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.503,0.364,,,,,,,,,,,,,
0245x2,0.245,0.524,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.56,0.386,,,,,,,,,,,,,
0246x2,0.196,0.485,0.192,0.736842105263158,0.736842105263158,0.736842105263158,0.374,1.39,0.341,,,,,,,,,,,,,
0247x2,0.192,0.513,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.476,0.37,,,,,,,,,,,,,
0248x2,0.211,0.519,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.513,0.391,,,,,,,,,,,,,
0249x2,0.241,0.512,0.29,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.429,0.367,,,,,,,,,,,,,
0250x2,0.196,0.535,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.505,0.375,,,,,,,,,,,,,
0251x2,0.194,0.529,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.47,0.389,,,,,,,,,,,,,
0252x2,0.207,0.533,0.253,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.482,0.383,,,,,,,,,,,,,
0253x2,0.184,0.536,0.196,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.483,0.403,,,,,,,,,,,,,
0254x2,0.226,0.534,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.494,0.43,,,,,,,,,,,,,
0255x2,0.192,0.521,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.433,0.397,,,,,,,,,,,,,
0256x2,0.217,0.55,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.537,0.357,,,,,,,,,,,,,
0257x2,0.217,0.503,0.282,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.494,0.344,,,,,,,,,,,,,
0258x2,0.179,0.536,0.199,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.505,0.38,,,,,,,,,,,,,
0259x2,0.186,0.518,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.527,0.354,,,,,,,,,,,,,
0260x2,0.184,0.528,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.494,0.392,,,,,,,,,,,,,
0261x2,0.226,0.555,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.421,0.374,,,,,,,,,,,,,
0262x2,0.169,0.502,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.518,0.341,,,,,,,,,,,,,
0263x2,0.204,0.534,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.518,0.388,,,,,,,,,,,,,
0264x2,0.206,0.516,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.502,0.375,,,,,,,,,,,,,
0265x2,0.213,0.496,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.458,0.336,,,,,,,,,,,,,
0266x2,0.211,0.494,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.461,0.367,,,,,,,,,,,,,
0267x2,0.199,0.537,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.498,0.384,,,,,,,,,,,,,
0268x2,0.196,0.54,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.471,0.4,,,,,,,,,,,,,
0269x2,0.206,0.54,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.538,0.379,,,,,,,,,,,,,
0270x2,0.183,0.508,0.195,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.495,0.352,,,,,,,,,,,,,
0271x2,0.188,0.479,0.172,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.459,0.341,,,,,,,,,,,,,
0272x2,0.176,0.512,0.149,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.468,0.373,,,,,,,,,,,,,
0273x2,0.222,0.531,0.265,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.504,0.382,,,,,,,,,,,,,
0274x2,0.223,0.542,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.463,0.397,,,,,,,,,,,,,
0275x2,0.219,0.518,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.545,0.364,,,,,,,,,,,,,
0276x2,0.18,0.527,0.196,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.583,0.376,,,,,,,,,,,,,
0277x2,0.189,0.51,0.195,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.452,0.383,,,,,,,,,,,,,
0278x2,0.208,0.481,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.361,0.4,,,,,,,,,,,,,
0279x2,0.207,0.535,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.464,0.406,,,,,,,,,,,,,
0280x2,0.191,0.491,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.404,0.37,,,,,,,,,,,,,
0281x2,0.265,0.445,0.249,0.736842105263158,0.736842105263158,0.736842105263158,0.352,1.271,0.282,,,,,,,,,,,,,
0282x2,0.227,0.531,0.27,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.48,0.41,,,,,,,,,,,,,
0283x2,0.192,0.507,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.368,1.441,0.354,,,,,,,,,,,,,
0284x2,0.212,0.547,0.26,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.535,0.407,,,,,,,,,,,,,
0285x2,0.193,0.472,0.173,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.305,0.401,,,,,,,,,,,,,
0286x2,0.204,0.472,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.369,1.485,0.315,,,,,,,,,,,,,
0287x2,0.191,0.498,0.219,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.494,0.36,,,,,,,,,,,,,
0288x2,0.152,0.527,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.35,1.462,0.361,,,,,,,,,,,,,
0289x2,0.154,0.478,0.169,0.736842105263158,0.736842105263158,0.736842105263158,0.359,1.346,0.361,,,,,,,,,,,,,
0290x2,0.236,0.52,0.266,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.509,0.375,,,,,,,,,,,,,
0291x2,0.157,0.552,,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.41,0.382,,,,,,,,,,,,,
0292x2,0.173,0.508,0.199,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.503,0.353,,,,,,,,,,,,,
0293x2,0.184,0.486,0.192,0.736842105263158,0.736842105263158,0.736842105263158,0.374,1.415,0.331,,,,,,,,,,,,,
0294x2,0.209,0.532,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.516,0.39,,,,,,,,,,,,,
0295x2,0.203,0.557,0.295,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.529,0.403,,,,,,,,,,,,,
0296x2,0.208,0.522,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.465,0.385,,,,,,,,,,,,,
0297x2,0.249,0.542,0.261,0.736842105263158,0.736842105263158,0.736842105263158,0.417,1.488,0.381,,,,,,,,,,,,,
0298x2,0.231,0.544,0.302,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.461,0.405,,,,,,,,,,,,,
0299x2,0.137,0.489,0.117,0.736842105263158,0.736842105263158,0.736842105263158,0.373,1.462,0.319,,,,,,,,,,,,,
0300x2,0.213,0.491,0.216,0.736842105263158,0.736842105263158,0.736842105263158,0.37,1.477,0.318,,,,,,,,,,,,,
0301x2,0.193,0.525,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.474,0.407,,,,,,,,,,,,,
0302x2,0.183,0.549,0.204,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.434,0.4,,,,,,,,,,,,,
0303x2,0.227,0.484,0.259,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.339,0.425,,,,,,,,,,,,,
0304x2,0.242,0.55,0.294,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.455,0.432,,,,,,,,,,,,,
0305x2,0.191,0.492,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.352,1.366,0.311,,,,,,,,,,,,,
0306x2,0.157,0.464,0.186,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.431,0.347,,,,,,,,,,,,,
0307x2,0.242,0.537,0.279,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.527,0.407,,,,,,,,,,,,,
0308x2,0.222,0.549,0.262,0.736842105263158,0.736842105263158,0.736842105263158,0.412,1.491,0.425,,,,,,,,,,,,,
0309x2,0.203,0.527,0.212,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.524,0.356,,,,,,,,,,,,,
0310x2,0.222,0.554,0.251,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.493,0.404,,,,,,,,,,,,,
0311x2,0.228,0.458,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.36,1.485,0.307,,,,,,,,,,,,,
0312x2,0.19,0.505,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.374,1.386,0.377,,,,,,,,,,,,,
0313x2,0.202,0.419,0.211,0.736842105263158,0.736842105263158,0.736842105263158,0.357,1.216,0.311,,,,,,,,,,,,,
0314x2,0.158,0.52,0.174,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.509,0.372,,,,,,,,,,,,,
0315x2,0.217,0.504,0.246,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.455,0.377,,,,,,,,,,,,,
0316x2,0.169,0.521,0.175,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.432,0.417,,,,,,,,,,,,,
0317x2,0.202,0.529,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.492,0.36,,,,,,,,,,,,,
0318x2,0.227,0.532,0.265,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.492,0.39,,,,,,,,,,,,,
0319x2,0.216,0.531,0.253,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.495,0.39,,,,,,,,,,,,,
0320x2,,0.57,,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.511,0.423,,,,,,,,,,,,,
0321x2,0.21,0.539,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.524,0.392,,,,,,,,,,,,,
0322x2,0.221,0.552,0.254,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.575,0.389,,,,,,,,,,,,,
0323x2,0.196,0.545,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.415,1.553,0.407,,,,,,,,,,,,,
0324x2,0.221,0.495,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.258,0.369,,,,,,,,,,,,,
0325x2,0.205,0.503,0.216,0.736842105263158,0.736842105263158,0.736842105263158,0.356,1.507,0.335,,,,,,,,,,,,,
0326x2,0.239,0.532,0.27,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.461,0.38,,,,,,,,,,,,,
0327x2,0.213,0.51,0.216,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.436,0.359,,,,,,,,,,,,,
0328x2,0.186,0.479,0.205,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.428,0.349,,,,,,,,,,,,,
0329x2,0.232,0.477,0.27,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.346,0.377,,,,,,,,,,,,,
0330x2,0.176,0.521,0.278,0.736842105263158,0.736842105263158,0.736842105263158,0.353,1.408,0.38,,,,,,,,,,,,,
0331x2,0.22,0.483,0.281,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.352,0.425,,,,,,,,,,,,,
0332x2,0.169,0.494,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.372,1.454,0.361,,,,,,,,,,,,,
0333x2,0.195,0.563,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.364,1.455,0.429,,,,,,,,,,,,,
0334x2,0.222,0.545,0.262,0.736842105263158,0.736842105263158,0.736842105263158,0.361,1.52,0.37,,,,,,,,,,,,,
0335x2,0.189,0.482,0.191,0.736842105263158,0.736842105263158,0.736842105263158,0.367,1.49,0.328,,,,,,,,,,,,,
0336x2,0.196,0.506,0.212,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.438,0.382,,,,,,,,,,,,,
0337x2,0.217,0.539,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.548,0.366,,,,,,,,,,,,,
0338x2,0.201,0.535,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.5,0.399,,,,,,,,,,,,,
0339x2,0.239,0.588,0.312,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.542,0.424,,,,,,,,,,,,,
0340x2,0.161,0.473,0.116,0.736842105263158,0.736842105263158,0.736842105263158,0.363,1.473,0.278,,,,,,,,,,,,,
0341x2,0.236,0.512,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.541,0.359,,,,,,,,,,,,,
0342x2,0.178,0.544,0.212,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.489,0.394,,,,,,,,,,,,,
0343x2,0.237,0.453,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.357,1.38,0.348,,,,,,,,,,,,,
0344x2,0.207,0.476,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.317,0.371,,,,,,,,,,,,,
0345x2,0.198,0.517,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.408,1.432,0.395,,,,,,,,,,,,,
0346x2,0.215,0.508,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.485,0.362,,,,,,,,,,,,,
0347x2,0.216,0.543,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.528,0.376,,,,,,,,,,,,,
0348x2,0.197,0.506,0.189,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.518,0.324,,,,,,,,,,,,,
0349x2,0.205,0.489,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.482,0.355,,,,,,,,,,,,,
0350x2,0.189,0.415,0.188,0.736842105263158,0.736842105263158,0.736842105263158,0.357,1.101,0.324,,,,,,,,,,,,,
0351x2,0.175,0.522,0.175,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.502,0.38,,,,,,,,,,,,,
0352x2,0.207,0.424,0.136,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.269,0.339,,,,,,,,,,,,,
0353x2,0.248,0.567,0.323,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.566,0.422,,,,,,,,,,,,,
0354x2,0.174,0.529,0.201,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.486,0.383,,,,,,,,,,,,,
0355x2,0.209,0.518,0.211,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.517,0.373,,,,,,,,,,,,,
0356x2,0.166,0.499,0.167,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.519,0.343,,,,,,,,,,,,,
0357x2,0.212,0.486,0.278,0.736842105263158,0.736842105263158,0.736842105263158,0.368,1.418,0.319,,,,,,,,,,,,,
0358x2,0.219,0.519,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.416,0.365,,,,,,,,,,,,,
0359x2,0.218,0.536,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.484,0.383,,,,,,,,,,,,,
0360x2,0.189,0.577,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.684,0.329,,,,,,,,,,,,,
0361x2,0.233,0.499,0.278,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.388,0.374,,,,,,,,,,,,,
0362x2,0.198,0.536,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.496,0.418,,,,,,,,,,,,,
0363x2,0.165,0.498,0.153,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.359,0.359,,,,,,,,,,,,,
0364x2,0.189,0.534,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.488,0.384,,,,,,,,,,,,,
0365x2,0.21,0.503,0.199,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.451,0.359,,,,,,,,,,,,,
0366x2,0.239,0.532,0.257,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.444,0.393,,,,,,,,,,,,,
0367x2,0.211,0.502,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.476,0.355,,,,,,,,,,,,,
0368x2,0.211,0.532,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.481,0.368,,,,,,,,,,,,,
0369x2,0.209,0.522,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.472,0.395,,,,,,,,,,,,,
0370x2,0.203,0.536,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.365,1.455,0.363,,,,,,,,,,,,,
0371x2,0.2,0.523,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.456,0.385,,,,,,,,,,,,,
0372x2,0.257,0.538,0.338,0.736842105263158,0.736842105263158,0.736842105263158,0.336,1.355,0.386,,,,,,,,,,,,,
0373x2,0.148,0.501,0.162,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.338,0.382,,,,,,,,,,,,,
0374x2,0.193,0.523,0.211,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.543,0.353,,,,,,,,,,,,,
0375x2,0.189,0.478,0.191,0.736842105263158,0.736842105263158,0.736842105263158,0.365,1.366,0.342,,,,,,,,,,,,,
0376x2,0.224,0.533,0.245,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.475,0.4,,,,,,,,,,,,,
0377x2,0.214,0.533,0.299,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.461,0.41,,,,,,,,,,,,,
0378x2,0.254,0.558,0.319,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.476,0.406,,,,,,,,,,,,,
0379x2,0.191,0.502,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.496,0.365,,,,,,,,,,,,,
0380x2,0.243,0.56,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.459,0.394,,,,,,,,,,,,,
0381x2,0.206,0.515,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.476,0.362,,,,,,,,,,,,,
0382x2,0.241,0.492,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.39,0.331,,,,,,,,,,,,,
0383x2,0.213,0.517,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.48,0.36,,,,,,,,,,,,,
0384x2,0.182,0.478,0.183,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.431,0.328,,,,,,,,,,,,,
0385x2,0.191,0.488,0.188,0.736842105263158,0.736842105263158,0.736842105263158,0.37,1.338,0.368,,,,,,,,,,,,,
0386x2,0.185,0.516,0.195,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.488,0.36,,,,,,,,,,,,,
0387x2,0.23,0.496,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.373,1.503,0.337,,,,,,,,,,,,,
0388x2,0.202,0.519,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.465,0.382,,,,,,,,,,,,,
0389x2,0.213,0.527,0.231,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.451,0.405,,,,,,,,,,,,,
0390x2,0.163,0.509,0.161,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.527,0.344,,,,,,,,,,,,,
0391x2,0.221,0.545,0.287,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.438,0.412,,,,,,,,,,,,,
0392x2,0.156,0.484,0.179,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.331,0.412,,,,,,,,,,,,,
0393x2,0.209,0.531,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.501,0.378,,,,,,,,,,,,,
0394x2,0.206,0.521,0.253,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.472,0.38,,,,,,,,,,,,,
0395x2,0.221,0.505,0.282,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.369,0.404,,,,,,,,,,,,,
0396x2,0.235,0.513,0.26,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.479,0.364,,,,,,,,,,,,,
0397x2,0.171,0.481,0.213,0.736842105263158,0.736842105263158,0.736842105263158,0.372,1.433,0.328,,,,,,,,,,,,,
0398x2,0.185,0.499,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.53,0.349,,,,,,,,,,,,,
0399x2,0.146,0.466,0.14,0.736842105263158,0.736842105263158,0.736842105263158,0.369,1.293,0.348,,,,,,,,,,,,,
0400x2,0.206,0.539,0.252,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.477,0.403,,,,,,,,,,,,,
0401x2,0.196,0.527,0.199,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.569,0.37,,,,,,,,,,,,,
0402x2,0.221,0.517,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.456,0.403,,,,,,,,,,,,,
0403x2,0.204,0.53,0.258,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.494,0.398,,,,,,,,,,,,,
0404x2,0.193,0.521,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.463,0.375,,,,,,,,,,,,,
0405x2,0.202,0.536,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.476,0.404,,,,,,,,,,,,,
0406x2,0.207,0.505,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.352,0.391,,,,,,,,,,,,,
0407x2,0.199,0.532,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.441,0.388,,,,,,,,,,,,,
0408x2,0.3,0.532,0.35,0.736842105263158,0.736842105263158,0.736842105263158,0.409,1.53,0.417,,,,,,,,,,,,,
0409x2,0.198,0.546,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.525,0.398,,,,,,,,,,,,,
0410x2,0.226,0.49,0.231,0.736842105263158,0.736842105263158,0.736842105263158,0.375,1.367,0.385,,,,,,,,,,,,,
0411x2,0.222,0.472,0.216,0.736842105263158,0.736842105263158,0.736842105263158,0.365,1.476,0.315,,,,,,,,,,,,,
0412x2,0.202,0.545,0.219,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.465,0.388,,,,,,,,,,,,,
0413x2,0.2,0.474,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.368,1.397,0.349,,,,,,,,,,,,,
0414x2,0.196,0.473,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.327,0.374,,,,,,,,,,,,,
0415x2,0.187,0.493,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.384,0.377,,,,,,,,,,,,,
0416x2,0.214,0.542,0.27,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.471,0.405,,,,,,,,,,,,,
0417x2,0.199,0.522,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.454,0.365,,,,,,,,,,,,,
0418x2,0.228,0.531,0.249,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.46,0.383,,,,,,,,,,,,,
