image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0419x2,0.191,0.567,0.2,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.557,0.396,,,,,,,,,,,,,
0420x2,0.216,0.514,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.342,0.435,,,,,,,,,,,,,
0421x2,0.191,0.514,0.187,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.427,0.363,,,,,,,,,,,,,
0422x2,0.193,0.499,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.37,0.395,,,,,,,,,,,,,
0423x2,0.223,0.505,0.231,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.488,0.39,,,,,,,,,,,,,
0424x2,0.202,0.546,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.501,0.392,,,,,,,,,,,,,
0425x2,0.2,0.525,0.229,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.455,0.394,,,,,,,,,,,,,
0426x2,0.18,0.473,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.36,1.422,0.311,,,,,,,,,,,,,
0427x2,0.183,0.48,0.178,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.419,0.332,,,,,,,,,,,,,
0428x2,0.21,0.523,0.245,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.482,0.377,,,,,,,,,,,,,
0429x2,0.18,0.534,0.186,0.736842105263158,0.736842105263158,0.736842105263158,0.37,1.505,0.391,,,,,,,,,,,,,
0430x2,0.193,0.536,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.51,0.41,,,,,,,,,,,,,
0431x2,0.174,0.519,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.452,0.41,,,,,,,,,,,,,
0432x2,0.219,0.535,0.272,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.427,0.42,,,,,,,,,,,,,
0433x2,0.21,0.526,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.517,0.386,,,,,,,,,,,,,
0434x2,0.199,0.501,0.254,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.422,0.375,,,,,,,,,,,,,
0435x2,0.208,0.537,0.26,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.483,0.398,,,,,,,,,,,,,
0436x2,0.203,0.538,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.463,0.393,,,,,,,,,,,,,
0437x2,0.192,0.469,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.361,1.446,0.329,,,,,,,,,,,,,
0438x2,0.209,0.55,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.538,0.387,,,,,,,,,,,,,
0439x2,0.132,0.472,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.373,1.358,0.339,,,,,,,,,,,,,
0440x2,0.229,0.526,0.287,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.477,0.417,,,,,,,,,,,,,
0441x2,0.219,0.528,0.251,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.454,0.385,,,,,,,,,,,,,
0442x2,0.203,0.543,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.453,0.396,,,,,,,,,,,,,
0443x2,0.189,0.561,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.409,1.558,0.391,,,,,,,,,,,,,
0444x2,0.183,0.544,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.501,0.416,,,,,,,,,,,,,
0445x2,0.223,0.538,0.259,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.49,0.415,,,,,,,,,,,,,
0446x2,0.173,0.511,0.196,0.736842105263158,0.736842105263158,0.736842105263158,0.364,1.42,0.379,,,,,,,,,,,,,
0447x2,0.166,0.536,0.17,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.523,0.356,,,,,,,,,,,,,
0448x2,0.206,0.548,0.244,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.549,0.398,,,,,,,,,,,,,
0449x2,0.188,0.497,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.375,1.331,0.387,,,,,,,,,,,,,
0450x2,0.231,0.582,0.313,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.63,0.374,,,,,,,,,,,,,
0451x2,0.203,0.478,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.328,0.357,,,,,,,,,,,,,
0452x2,0.207,0.537,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.511,0.382,,,,,,,,,,,,,
0453x2,0.198,0.559,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.535,0.425,,,,,,,,,,,,,
0454x2,0.205,0.52,0.206,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.472,0.365,,,,,,,,,,,,,
0455x2,0.209,0.525,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.391,0.431,,,,,,,,,,,,,
0456x2,0.208,0.531,0.243,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.497,0.393,,,,,,,,,,,,,
0457x2,0.172,0.44,0.212,0.736842105263158,0.736842105263158,0.736842105263158,0.37,1.291,0.362,,,,,,,,,,,,,
0458x2,0.24,0.514,0.272,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.445,0.395,,,,,,,,,,,,,
0459x2,0.2,0.54,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.485,0.413,,,,,,,,,,,,,
0460x2,0.128,0.559,0.11,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.632,0.378,,,,,,,,,,,,,
0461x2,0.207,0.504,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.395,0.401,,,,,,,,,,,,,
0462x2,0.204,0.499,0.213,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.463,0.341,,,,,,,,,,,,,
0463x2,0.186,0.52,0.167,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.53,0.376,,,,,,,,,,,,,
0464x2,0.193,0.487,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.447,0.346,,,,,,,,,,,,,
0465x2,0.225,0.528,0.229,0.736842105263158,0.736842105263158,0.736842105263158,0.408,1.444,0.386,,,,,,,,,,,,,
0466x2,0.223,0.527,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.412,1.508,0.397,,,,,,,,,,,,,
0467x2,0.196,0.468,0.213,0.736842105263158,0.736842105263158,0.736842105263158,0.373,1.313,0.377,,,,,,,,,,,,,
0468x2,0.227,0.507,0.288,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.441,0.398,,,,,,,,,,,,,
0469x2,0.186,0.49,0.212,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.366,0.435,,,,,,,,,,,,,
0470x2,0.258,0.542,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.363,1.487,0.394,,,,,,,,,,,,,
0471x2,0.18,0.536,0.234,0.736842105263158,0.736842105263158,0.736842105263158,0.367,1.488,0.374,,,,,,,,,,,,,
0472x2,0.208,0.534,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.479,0.388,,,,,,,,,,,,,
0473x2,0.255,0.562,0.387,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.462,0.402,,,,,,,,,,,,,
0474x2,0.178,0.509,0.164,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.481,0.393,,,,,,,,,,,,,
0475x2,0.198,0.537,0.243,0.736842105263158,0.736842105263158,0.736842105263158,0.409,1.499,0.396,,,,,,,,,,,,,
0476x2,0.202,0.517,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.497,0.375,,,,,,,,,,,,,
0477x2,0.213,0.52,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.486,0.387,,,,,,,,,,,,,
0478x2,0.2,0.517,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.407,0.381,,,,,,,,,,,,,
0479x2,0.226,0.542,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.569,0.388,,,,,,,,,,,,,
0480x2,0.192,0.534,0.213,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.493,0.385,,,,,,,,,,,,,
0481x2,0.197,0.501,0.205,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.481,0.377,,,,,,,,,,,,,
0482x2,0.219,0.516,0.257,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.508,0.384,,,,,,,,,,,,,
0483x2,0.21,0.539,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.506,0.405,,,,,,,,,,,,,
0484x2,0.246,0.495,0.285,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.474,0.371,,,,,,,,,,,,,
0485x2,0.251,0.548,0.306,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.452,0.427,,,,,,,,,,,,,
0486x2,0.224,0.55,0.26,0.736842105263158,0.736842105263158,0.736842105263158,0.403,1.507,0.398,,,,,,,,,,,,,
0487x2,0.193,0.538,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.407,0.391,,,,,,,,,,,,,
0488x2,0.199,0.5,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.338,0.392,,,,,,,,,,,,,
0489x2,0.204,0.543,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.516,0.4,,,,,,,,,,,,,
0490x2,0.193,0.537,0.192,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.466,0.386,,,,,,,,,,,,,
0491x2,0.215,0.478,0.191,0.736842105263158,0.736842105263158,0.736842105263158,0.365,1.446,0.314,,,,,,,,,,,,,
0492x2,0.143,0.466,0.115,0.736842105263158,0.736842105263158,0.736842105263158,0.366,1.392,0.334,,,,,,,,,,,,,
0493x2,0.208,0.523,0.216,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.491,0.353,,,,,,,,,,,,,
0494x2,0.206,0.523,0.246,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.467,0.4,,,,,,,,,,,,,
0495x2,0.207,0.525,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.503,0.384,,,,,,,,,,,,,
0496x2,0.208,0.533,0.243,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.482,0.405,,,,,,,,,,,,,
0497x2,0.217,0.507,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.505,0.342,,,,,,,,,,,,,
0498x2,0.194,0.538,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.533,0.385,,,,,,,,,,,,,
0499x2,0.179,0.506,0.213,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.46,0.343,,,,,,,,,,,,,
0500x2,0.209,0.569,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.67,0.344,,,,,,,,,,,,,
0501x2,0.185,0.486,0.199,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.444,0.357,,,,,,,,,,,,,
0502x2,0.199,0.548,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.524,0.377,,,,,,,,,,,,,
0503x2,0.198,0.525,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.493,0.394,,,,,,,,,,,,,
0504x2,0.235,0.54,0.31,0.736842105263158,0.736842105263158,0.736842105263158,0.373,1.429,0.368,,,,,,,,,,,,,
0505x2,0.199,0.523,0.231,0.736842105263158,0.736842105263158,0.736842105263158,0.371,1.398,0.384,,,,,,,,,,,,,
0506x2,0.193,0.558,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.536,0.408,,,,,,,,,,,,,
0507x2,0.202,0.526,0.194,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.47,0.395,,,,,,,,,,,,,
0508x2,0.186,0.484,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.375,0.359,,,,,,,,,,,,,
0509x2,0.212,0.529,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.402,1.491,0.4,,,,,,,,,,,,,
0510x2,0.206,0.529,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.411,1.501,0.408,,,,,,,,,,,,,
0511x2,0.181,0.502,0.177,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.429,0.38,,,,,,,,,,,,,
0512x2,0.194,0.505,0.206,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.465,0.362,,,,,,,,,,,,,
0513x2,0.204,0.571,0.237,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.686,0.353,,,,,,,,,,,,,
0514x2,0.202,0.516,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.39,0.394,,,,,,,,,,,,,
0515x2,0.228,0.546,0.204,0.736842105263158,0.736842105263158,0.736842105263158,0.349,1.487,0.338,,,,,,,,,,,,,
0516x2,0.231,0.542,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.592,0.363,,,,,,,,,,,,,
0517x2,0.187,0.536,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.526,0.383,,,,,,,,,,,,,
0518x2,0.227,0.492,0.249,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.392,0.409,,,,,,,,,,,,,
0519x2,0.202,0.524,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.474,0.393,,,,,,,,,,,,,
0520x2,0.196,0.538,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.499,0.415,,,,,,,,,,,,,
0521x2,0.199,0.486,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.328,0.366,,,,,,,,,,,,,
0522x2,0.208,0.474,0.23,0.736842105263158,0.736842105263158,0.736842105263158,0.374,1.345,0.349,,,,,,,,,,,,,
0523x2,0.167,0.519,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.366,1.34,0.36,,,,,,,,,,,,,
0524x2,0.206,0.555,0.249,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.538,0.405,,,,,,,,,,,,,
0525x2,0.208,0.537,0.25,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.503,0.387,,,,,,,,,,,,,
0526x2,0.207,0.52,0.229,0.736842105263158,0.736842105263158,0.736842105263158,0.358,1.483,0.346,,,,,,,,,,,,,
0527x2,0.204,0.502,0.205,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.49,0.34,,,,,,,,,,,,,
0528x2,0.203,0.536,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.524,0.383,,,,,,,,,,,,,
0529x2,0.191,0.529,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.342,1.433,0.342,,,,,,,,,,,,,
0530x2,0.189,0.537,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.478,0.398,,,,,,,,,,,,,
0531x2,0.217,0.541,0.274,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.523,0.408,,,,,,,,,,,,,
0532x2,0.2,0.479,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.337,0.364,,,,,,,,,,,,,
0533x2,0.187,0.531,0.202,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.478,0.375,,,,,,,,,,,,,
0534x2,0.184,0.49,0.189,0.736842105263158,0.736842105263158,0.736842105263158,0.368,1.45,0.345,,,,,,,,,,,,,
0535x2,0.22,0.535,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.505,0.357,,,,,,,,,,,,,
0536x2,0.205,0.54,0.245,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.472,0.403,,,,,,,,,,,,,
0537x2,0.209,0.524,0.259,0.736842105263158,0.736842105263158,0.736842105263158,0.38,1.502,0.371,,,,,,,,,,,,,
0538x2,0.198,0.525,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.494,0.383,,,,,,,,,,,,,
0539x2,0.215,0.537,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.515,0.383,,,,,,,,,,,,,
0540x2,0.291,0.501,0.347,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.452,0.381,,,,,,,,,,,,,
0541x2,0.16,0.519,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.392,1.525,0.389,,,,,,,,,,,,,
0542x2,0.166,0.522,0.245,0.736842105263158,0.736842105263158,0.736842105263158,0.348,1.36,0.348,,,,,,,,,,,,,
0543x2,0.219,0.481,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.397,1.399,0.394,,,,,,,,,,,,,
0544x2,0.2,0.53,0.199,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.479,0.384,,,,,,,,,,,,,
0545x2,0.236,0.558,0.322,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.549,0.35,,,,,,,,,,,,,
0546x2,0.211,0.538,0.246,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.513,0.369,,,,,,,,,,,,,
0547x2,0.211,0.528,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.452,0.395,,,,,,,,,,,,,
0548x2,0.205,0.505,0.212,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.548,0.362,,,,,,,,,,,,,
0549x2,0.234,0.521,0.257,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.395,0.37,,,,,,,,,,,,,
0550x2,0.176,0.525,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.44,0.44,,,,,,,,,,,,,
0551x2,0.188,0.52,0.204,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.451,0.385,,,,,,,,,,,,,
0552x2,0.205,0.531,0.237,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.473,0.389,,,,,,,,,,,,,
0553x2,0.198,0.508,0.211,0.736842105263158,0.736842105263158,0.736842105263158,0.369,1.475,0.369,,,,,,,,,,,,,
0554x2,0.169,0.493,0.198,0.736842105263158,0.736842105263158,0.736842105263158,0.374,1.469,0.37,,,,,,,,,,,,,
0555x2,0.244,0.532,0.254,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.462,0.383,,,,,,,,,,,,,
0556x2,0.201,0.503,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.484,0.373,,,,,,,,,,,,,
0557x2,0.224,0.517,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.509,0.35,,,,,,,,,,,,,
0558x2,0.208,0.533,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.483,0.398,,,,,,,,,,,,,
0559x2,0.192,0.492,0.259,0.736842105263158,0.736842105263158,0.736842105263158,0.352,1.417,0.311,,,,,,,,,,,,,
0560x2,0.171,0.519,0.164,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.468,0.366,,,,,,,,,,,,,
0561x2,0.163,0.48,0.149,0.736842105263158,0.736842105263158,0.736842105263158,0.366,1.375,0.332,,,,,,,,,,,,,
0562x2,0.181,0.524,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.441,0.388,,,,,,,,,,,,,
0563x2,0.256,0.551,0.323,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.511,0.412,,,,,,,,,,,,,
0564x2,0.202,0.554,0.233,0.736842105263158,0.736842105263158,0.736842105263158,0.405,1.563,0.393,,,,,,,,,,,,,
0565x2,0.186,0.495,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.361,0.4,,,,,,,,,,,,,
0566x2,0.192,0.487,0.192,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.478,0.309,,,,,,,,,,,,,
0567x2,0.168,0.55,0.186,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.465,0.378,,,,,,,,,,,,,
0568x2,0.203,0.532,0.218,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.541,0.357,,,,,,,,,,,,,
0569x2,0.199,0.511,0.194,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.477,0.37,,,,,,,,,,,,,
0570x2,0.206,0.528,0.232,0.736842105263158,0.736842105263158,0.736842105263158,0.41,1.475,0.394,,,,,,,,,,,,,
0571x2,0.304,0.51,0.356,0.736842105263158,0.736842105263158,0.736842105263158,0.41,1.532,0.378,,,,,,,,,,,,,
0572x2,0.237,0.541,0.271,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.475,0.444,,,,,,,,,,,,,
0573x2,0.212,0.524,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.47,0.363,,,,,,,,,,,,,
0574x2,0.171,0.49,0.213,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.426,0.375,,,,,,,,,,,,,
0575x2,0.201,0.55,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.443,0.376,,,,,,,,,,,,,
0576x2,0.225,0.509,0.251,0.736842105263158,0.736842105263158,0.736842105263158,0.383,1.486,0.356,,,,,,,,,,,,,
0577x2,0.203,0.505,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.352,1.337,0.371,,,,,,,,,,,,,
0578x2,0.213,0.519,0.239,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.444,0.389,,,,,,,,,,,,,
0579x2,0.202,0.504,0.224,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.398,0.399,,,,,,,,,,,,,
0580x2,0.186,0.525,0.215,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.485,0.374,,,,,,,,,,,,,
0581x2,0.225,0.509,0.243,0.736842105263158,0.736842105263158,0.736842105263158,0.391,1.447,0.38,,,,,,,,,,,,,
0582x2,0.2,0.544,0.212,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.492,0.407,,,,,,,,,,,,,
0583x2,0.176,0.526,0.174,0.736842105263158,0.736842105263158,0.736842105263158,0.411,1.425,0.393,,,,,,,,,,,,,
0584x2,0.207,0.531,0.222,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.42,0.388,,,,,,,,,,,,,
0585x2,0.238,0.481,0.273,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.347,0.417,,,,,,,,,,,,,
0586x2,0.188,0.487,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.36,0.371,,,,,,,,,,,,,
0587x2,0.196,0.535,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.541,0.395,,,,,,,,,,,,,
0588x2,0.189,0.534,0.189,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.411,0.377,,,,,,,,,,,,,
0589x2,0.196,0.503,0.214,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.505,0.324,,,,,,,,,,,,,
0590x2,0.201,0.48,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.376,1.336,0.378,,,,,,,,,,,,,
0591x2,0.251,0.504,0.324,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.398,0.341,,,,,,,,,,,,,
0592x2,0.216,0.519,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.454,0.376,,,,,,,,,,,,,
0593x2,0.205,0.522,0.248,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.476,0.35,,,,,,,,,,,,,
0594x2,0.229,0.518,0.257,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.447,0.38,,,,,,,,,,,,,
0595x2,0.188,0.516,0.221,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.509,0.369,,,,,,,,,,,,,
0596x2,0.196,0.533,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.497,0.415,,,,,,,,,,,,,
0597x2,0.212,0.476,0.217,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.328,0.362,,,,,,,,,,,,,
0598x2,0.226,0.523,0.263,0.736842105263158,0.736842105263158,0.736842105263158,0.387,1.48,0.387,,,,,,,,,,,,,
0599x2,0.217,0.535,0.263,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.485,0.391,,,,,,,,,,,,,
0600x2,0.176,0.519,0.2,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.478,0.377,,,,,,,,,,,,,
0601x2,0.334,0.508,0.401,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.49,0.372,,,,,,,,,,,,,
0602x2,0.186,0.492,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.377,1.487,0.364,,,,,,,,,,,,,
0603x2,0.24,0.509,0.182,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.409,0.382,,,,,,,,,,,,,
0604x2,0.211,0.528,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.351,1.43,0.246,,,,,,,,,,,,,
0605x2,0.189,0.531,0.204,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.562,0.367,,,,,,,,,,,,,
0606x2,0.244,0.511,0.249,0.736842105263158,0.736842105263158,0.736842105263158,0.361,1.372,0.353,,,,,,,,,,,,,
0607x2,0.211,0.554,0.284,0.736842105263158,0.736842105263158,0.736842105263158,0.399,1.483,0.42,,,,,,,,,,,,,
0608x2,0.167,0.48,0.204,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.325,0.358,,,,,,,,,,,,,
0609x2,0.199,0.513,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.433,0.379,,,,,,,,,,,,,
0610x2,0.215,0.557,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.396,1.529,0.414,,,,,,,,,,,,,
0611x2,0.224,0.504,0.22,0.736842105263158,0.736842105263158,0.736842105263158,0.382,1.468,0.353,,,,,,,,,,,,,
0612x2,0.192,0.518,0.223,0.736842105263158,0.736842105263158,0.736842105263158,0.395,1.459,0.427,,,,,,,,,,,,,
0613x2,0.204,0.509,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.375,1.479,0.352,,,,,,,,,,,,,
0614x2,0.195,0.48,0.213,0.736842105263158,0.736842105263158,0.736842105263158,0.385,1.339,0.362,,,,,,,,,,,,,
0615x2,0.194,0.487,0.219,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.342,0.389,,,,,,,,,,,,,
0616x2,0.203,0.548,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.388,1.492,0.395,,,,,,,,,,,,,
0617x2,0.225,0.511,0.241,0.736842105263158,0.736842105263158,0.736842105263158,0.364,1.449,0.351,,,,,,,,,,,,,
0618x2,0.206,0.541,0.259,0.736842105263158,0.736842105263158,0.736842105263158,0.4,1.486,0.408,,,,,,,,,,,,,
0619x2,0.176,0.544,0.16,0.736842105263158,0.736842105263158,0.736842105263158,0.398,1.543,0.381,,,,,,,,,,,,,
0620x2,0.219,0.529,0.227,0.736842105263158,0.736842105263158,0.736842105263158,0.384,1.502,0.364,,,,,,,,,,,,,
0621x2,0.221,0.476,0.226,0.736842105263158,0.736842105263158,0.736842105263158,0.404,1.364,0.363,,,,,,,,,,,,,
0622x2,0.212,0.54,0.247,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.461,0.393,,,,,,,,,,,,,
0623x2,0.193,0.53,0.2,0.736842105263158,0.736842105263158,0.736842105263158,0.401,1.516,0.392,,,,,,,,,,,,,
0624x2,0.176,0.478,0.178,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.3,0.35,,,,,,,,,,,,,
0625x2,0.188,0.515,0.194,0.736842105263158,0.736842105263158,0.736842105263158,0.436,1.396,0.484,,,,,,,,,,,,,
0626x2,0.195,0.515,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.441,0.379,,,,,,,,,,,,,
0627x2,0.183,0.496,0.168,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.508,0.309,,,,,,,,,,,,,
0628x2,0.118,0.563,0.085,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.465,0.359,,,,,,,,,,,,,
