image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0204x3,0.87,0.729,0.549,0.736842105263158,0.736842105263158,0.736842105263158,1.42,2.085,0.809,,,,,,,,,,,,,,
0205x3,0.365,0.508,0.31,0.249087850713139,0.736842105263158,0.736842105263158,1.476,1.879,0.622,,,,,,,,,,,,,,
0206x3,1.013,0.714,0.399,0.736842105263158,0.736842105263158,0.736842105263158,1.573,2.113,0.849,,,,,,,,,,,,,,
0207x3,1.064,0.754,0.457,0.736842105263158,0.736842105263158,0.736842105263158,1.588,2.068,0.806,,,,,,,,,,,,,,
0208x3,1.055,0.731,0.369,0.736842105263158,0.736842105263158,0.736842105263158,1.523,2.084,0.804,,,,,,,,,,,,,,
0209x3,1.049,0.726,0.415,0.736842105263158,0.736842105263158,0.736842105263158,1.567,2.106,0.822,,,,,,,,,,,,,,
0210x3,1.011,0.777,0.289,0.736842105263158,0.736842105263158,0.736842105263158,1.669,2.009,0.831,,,,,,,,,,,,,,
0211x3,1.022,0.792,0.67,0.736842105263158,0.736842105263158,0.736842105263158,1.511,1.936,0.742,,,,,,,,,,,,,,
0212x3,1.128,0.805,0.563,0.736842105263158,0.736842105263158,0.736842105263158,1.522,1.989,0.819,,,,,,,,,,,,,,
0213x3,1.068,0.777,0.466,0.736842105263158,0.736842105263158,0.736842105263158,1.451,1.977,0.799,,,,,,,,,,,,,,
0214x3,0.808,0.728,0.532,0.320898161183641,0.736842105263158,0.736842105263158,1.326,1.97,0.802,,,,,,,,,,,,,,
0215x3,1.108,0.808,0.623,0.736842105263158,0.736842105263158,0.736842105263158,1.528,1.976,0.818,,,,,,,,,,,,,,
0216x3,0.909,0.718,0.564,0.736842105263158,0.736842105263158,0.736842105263158,1.406,2.027,0.841,,,,,,,,,,,,,,
0217x3,1.115,0.818,0.623,0.736842105263158,0.736842105263158,0.736842105263158,1.596,1.954,0.811,,,,,,,,,,,,,,
0218x3,0.826,0.71,0.507,0.736842105263158,0.736842105263158,0.736842105263158,1.452,2.132,0.829,,,,,,,,,,,,,,
0219x3,1.073,0.759,0.436,0.736842105263158,0.736842105263158,0.736842105263158,1.549,2.037,0.825,,,,,,,,,,,,,,
0220x3,1.009,0.735,0.42,0.736842105263158,0.736842105263158,0.736842105263158,1.501,2.074,0.822,,,,,,,,,,,,,,
0221x3,1.09,0.799,0.565,0.736842105263158,0.736842105263158,0.736842105263158,1.529,2.043,0.833,,,,,,,,,,,,,,
0222x3,0.805,0.707,0.396,0.736842105263158,0.736842105263158,0.736842105263158,1.4,2.087,0.878,,,,,,,,,,,,,,
0223x3,1.079,0.771,0.514,0.736842105263158,0.736842105263158,0.736842105263158,1.481,1.999,0.835,,,,,,,,,,,,,,
0224x3,1.085,0.754,0.445,0.736842105263158,0.736842105263158,0.736842105263158,1.525,2.062,0.828,,,,,,,,,,,,,,
0225x3,1.142,0.783,0.592,0.736842105263158,0.736842105263158,0.736842105263158,1.501,2.019,0.821,,,,,,,,,,,,,,
0226x3,0.761,0.681,0.478,0.736842105263158,0.736842105263158,0.736842105263158,1.359,2.069,0.823,,,,,,,,,,,,,,
0227x3,1.063,0.75,0.352,0.736842105263158,0.736842105263158,0.736842105263158,1.557,2.139,0.828,,,,,,,,,,,,,,
0228x3,1.087,0.774,0.501,0.736842105263158,0.736842105263158,0.736842105263158,1.477,1.997,0.814,,,,,,,,,,,,,,
0229x3,1.019,0.73,0.381,0.736842105263158,0.736842105263158,0.736842105263158,1.634,2.162,0.822,,,,,,,,,,,,,,
0230x3,1.059,0.792,0.471,0.736842105263158,0.736842105263158,0.736842105263158,1.501,1.972,0.803,,,,,,,,,,,,,,
0231x3,1.084,0.835,0.668,0.736842105263158,0.736842105263158,0.736842105263158,1.473,1.952,0.84,,,,,,,,,,,,,,
0232x3,0.831,0.724,0.474,0.736842105263158,0.736842105263158,0.736842105263158,1.426,2.065,0.832,,,,,,,,,,,,,,
0233x3,1.002,0.726,0.422,0.736842105263158,0.736842105263158,0.736842105263158,1.475,2.079,0.811,,,,,,,,,,,,,,
0234x3,0.877,0.715,0.462,0.736842105263158,0.736842105263158,0.736842105263158,1.537,2.077,0.844,,,,,,,,,,,,,,
0235x3,0.906,0.703,0.426,0.736842105263158,0.736842105263158,0.736842105263158,1.54,2.165,0.808,,,,,,,,,,,,,,
0236x3,0.943,0.742,0.508,0.736842105263158,0.736842105263158,0.736842105263158,1.545,2.133,0.809,,,,,,,,,,,,,,
0237x3,0.86,0.684,0.306,0.736842105263158,0.736842105263158,0.736842105263158,1.542,2.216,0.833,,,,,,,,,,,,,,
0238x3,0.203,0.445,0.169,0.736842105263158,0.736842105263158,0.736842105263158,0.336,1.157,0.309,,,,,,,,,,,,,,
0239x3,0.843,0.739,0.478,0.736842105263158,0.736842105263158,0.736842105263158,1.409,2.045,0.764,,,,,,,,,,,,,,
0240x3,1.09,0.755,0.445,0.736842105263158,0.736842105263158,0.736842105263158,1.516,2.152,0.818,,,,,,,,,,,,,,
0241x3,1.015,0.802,0.475,0.736842105263158,0.736842105263158,0.736842105263158,1.432,1.906,0.791,,,,,,,,,,,,,,
0242x3,1.132,0.765,0.681,0.736842105263158,0.736842105263158,0.736842105263158,1.544,2.102,0.867,,,,,,,,,,,,,,
0243x3,0.606,0.543,0.311,0.306058152550656,0.736842105263158,0.736842105263158,1.333,2.039,0.68,,,,,,,,,,,,,,
0244x3,1.049,0.726,0.447,0.736842105263158,0.736842105263158,0.736842105263158,1.605,2.144,0.821,,,,,,,,,,,,,,
0245x3,1.127,0.756,0.521,0.736842105263158,0.736842105263158,0.736842105263158,1.495,2.158,0.831,,,,,,,,,,,,,,
0246x3,0.992,0.718,0.405,0.736842105263158,0.736842105263158,0.736842105263158,1.579,2.205,0.889,,,,,,,,,,,,,,
0247x3,0.939,0.727,0.502,0.736842105263158,0.736842105263158,0.736842105263158,1.555,2.1,0.832,,,,,,,,,,,,,,
0248x3,1.106,0.757,0.517,0.736842105263158,0.736842105263158,0.736842105263158,1.539,2.053,0.817,,,,,,,,,,,,,,
0249x3,1.144,0.749,0.584,0.736842105263158,0.736842105263158,0.736842105263158,1.543,2.095,0.828,,,,,,,,,,,,,,
0250x3,1.111,0.766,0.447,0.736842105263158,0.736842105263158,0.736842105263158,1.557,2.077,0.818,,,,,,,,,,,,,,
0251x3,1.093,0.753,0.436,0.736842105263158,0.736842105263158,0.736842105263158,1.541,2.084,0.813,,,,,,,,,,,,,,
0252x3,1.106,0.775,0.534,0.736842105263158,0.736842105263158,0.736842105263158,1.538,2.041,0.799,,,,,,,,,,,,,,
0253x3,1.07,0.77,0.415,0.736842105263158,0.736842105263158,0.736842105263158,1.513,2.045,0.818,,,,,,,,,,,,,,
0254x3,1.137,0.791,0.537,0.736842105263158,0.736842105263158,0.736842105263158,1.558,2.039,0.877,,,,,,,,,,,,,,
0255x3,1.111,0.757,0.391,0.736842105263158,0.736842105263158,0.736842105263158,1.54,2.072,0.776,,,,,,,,,,,,,,
0256x3,1.12,0.766,0.467,0.736842105263158,0.736842105263158,0.736842105263158,1.565,2.145,0.828,,,,,,,,,,,,,,
0257x3,0.864,0.721,0.577,0.736842105263158,0.736842105263158,0.736842105263158,1.593,2.188,0.81,,,,,,,,,,,,,,
0258x3,1.035,0.772,0.422,0.736842105263158,0.736842105263158,0.736842105263158,1.471,2.012,0.783,,,,,,,,,,,,,,
0259x3,0.901,0.712,0.451,0.736842105263158,0.736842105263158,0.736842105263158,1.48,2.059,0.814,,,,,,,,,,,,,,
0260x3,1.038,0.76,0.47,0.736842105263158,0.736842105263158,0.736842105263158,1.438,2.037,0.836,,,,,,,,,,,,,,
0261x3,1.116,0.759,0.521,0.736842105263158,0.736842105263158,0.736842105263158,1.498,1.957,0.781,,,,,,,,,,,,,,
0262x3,0.906,0.712,0.515,0.736842105263158,0.736842105263158,0.736842105263158,1.473,2.067,0.872,,,,,,,,,,,,,,
0263x3,1.098,0.779,0.524,0.736842105263158,0.736842105263158,0.736842105263158,1.547,2.043,0.829,,,,,,,,,,,,,,
0264x3,0.95,0.703,0.455,0.736842105263158,0.736842105263158,0.736842105263158,1.638,2.14,0.827,,,,,,,,,,,,,,
0265x3,0.95,0.713,0.402,0.736842105263158,0.736842105263158,0.736842105263158,1.473,2.057,0.765,,,,,,,,,,,,,,
0266x3,0.801,0.714,0.473,0.736842105263158,0.736842105263158,0.736842105263158,1.423,2.068,0.817,,,,,,,,,,,,,,
0267x3,1.08,0.767,0.518,0.736842105263158,0.736842105263158,0.736842105263158,1.534,2.031,0.822,,,,,,,,,,,,,,
0268x3,1.075,0.795,0.498,0.736842105263158,0.736842105263158,0.736842105263158,1.507,1.999,0.789,,,,,,,,,,,,,,
0269x3,1.085,0.786,0.523,0.736842105263158,0.736842105263158,0.736842105263158,1.521,2.032,0.812,,,,,,,,,,,,,,
0270x3,0.956,0.726,0.437,0.736842105263158,0.736842105263158,0.736842105263158,1.579,2.095,0.845,,,,,,,,,,,,,,
0271x3,0.856,0.702,0.393,0.736842105263158,0.736842105263158,0.736842105263158,1.486,2.227,0.822,,,,,,,,,,,,,,
0272x3,1.001,0.721,0.282,0.736842105263158,0.736842105263158,0.736842105263158,1.556,2.129,0.827,,,,,,,,,,,,,,
0273x3,1.077,0.764,0.559,0.736842105263158,0.736842105263158,0.736842105263158,1.5,2.093,0.758,,,,,,,,,,,,,,
0274x3,1.142,0.776,0.48,0.736842105263158,0.736842105263158,0.736842105263158,1.582,2.061,0.778,,,,,,,,,,,,,,
0275x3,0.923,0.704,0.463,0.736842105263158,0.736842105263158,0.736842105263158,1.603,2.197,0.842,,,,,,,,,,,,,,
0276x3,1.105,0.743,0.432,0.736842105263158,0.736842105263158,0.736842105263158,1.592,2.167,0.906,,,,,,,,,,,,,,
0277x3,0.943,0.742,0.459,0.736842105263158,0.736842105263158,0.736842105263158,1.509,2.068,0.817,,,,,,,,,,,,,,
0278x3,1.089,0.776,0.508,0.736842105263158,0.736842105263158,0.736842105263158,1.587,2.149,0.817,,,,,,,,,,,,,,
0279x3,1.087,0.781,0.487,0.736842105263158,0.736842105263158,0.736842105263158,1.499,1.968,0.835,,,,,,,,,,,,,,
0280x3,0.91,0.73,0.484,0.736842105263158,0.736842105263158,0.736842105263158,1.454,2.054,0.796,,,,,,,,,,,,,,
0281x3,0.768,0.637,0.403,0.272167575588098,,0.736842105263158,1.26,1.84,0.565,,,,,,,,,,,,,,
0282x3,1.125,0.778,0.551,0.736842105263158,0.736842105263158,0.736842105263158,1.515,2.015,0.842,,,,,,,,,,,,,,
0283x3,0.938,0.72,0.422,0.736842105263158,0.736842105263158,0.736842105263158,1.556,2.144,0.786,,,,,,,,,,,,,,
0284x3,1.09,0.808,0.548,0.736842105263158,0.736842105263158,0.736842105263158,1.551,1.937,0.829,,,,,,,,,,,,,,
0285x3,1.044,0.772,0.594,0.736842105263158,0.736842105263158,0.736842105263158,1.483,2.076,0.849,,,,,,,,,,,,,,
0286x3,0.82,0.683,0.513,0.736842105263158,0.736842105263158,0.736842105263158,1.473,2.171,0.867,,,,,,,,,,,,,,
0287x3,0.925,0.698,0.418,0.736842105263158,0.736842105263158,0.736842105263158,1.544,2.159,0.828,,,,,,,,,,,,,,
0288x3,0.991,0.761,0.511,0.736842105263158,0.736842105263158,0.736842105263158,1.434,1.948,0.773,,,,,,,,,,,,,,
0289x3,0.978,0.732,0.36,0.736842105263158,0.736842105263158,0.736842105263158,1.532,2.194,0.836,,,,,,,,,,,,,,
0290x3,1.02,0.748,0.577,0.736842105263158,0.736842105263158,0.736842105263158,1.481,2.008,0.822,,,,,,,,,,,,,,
0291x3,1.13,0.809,0.317,0.736842105263158,0.736842105263158,0.736842105263158,1.354,1.787,0.791,,,,,,,,,,,,,,
0292x3,0.924,0.701,0.422,0.736842105263158,0.736842105263158,0.736842105263158,1.549,2.135,0.817,,,,,,,,,,,,,,
0293x3,0.826,0.683,0.372,0.736842105263158,0.736842105263158,0.736842105263158,1.431,2.146,0.826,,,,,,,,,,,,,,
0294x3,1.059,0.761,0.453,0.736842105263158,0.736842105263158,0.736842105263158,1.543,2.107,0.87,,,,,,,,,,,,,,
0295x3,1.096,0.831,0.765,0.736842105263158,0.736842105263158,0.736842105263158,1.554,1.835,0.819,,,,,,,,,,,,,,
0296x3,1.106,0.747,0.518,0.736842105263158,0.736842105263158,0.736842105263158,1.517,2.091,0.819,,,,,,,,,,,,,,
0297x3,1.002,0.772,0.484,0.736842105263158,0.736842105263158,0.736842105263158,1.478,1.876,0.752,,,,,,,,,,,,,,
0298x3,1.101,0.808,0.598,0.736842105263158,0.736842105263158,0.736842105263158,1.549,1.992,0.728,,,,,,,,,,,,,,
0299x3,0.716,0.669,0.227,0.736842105263158,0.736842105263158,0.736842105263158,1.482,2.208,0.812,,,,,,,,,,,,,,
0300x3,0.838,0.681,0.466,0.736842105263158,0.736842105263158,0.736842105263158,1.494,2.227,0.846,,,,,,,,,,,,,,
0301x3,1.046,0.75,0.475,0.736842105263158,0.736842105263158,0.736842105263158,1.527,2.009,0.843,,,,,,,,,,,,,,
0302x3,1.036,0.82,0.404,0.736842105263158,0.736842105263158,0.736842105263158,1.466,1.899,0.796,,,,,,,,,,,,,,
0303x3,0.894,0.713,0.571,0.736842105263158,0.736842105263158,0.736842105263158,1.356,1.958,0.763,,,,,,,,,,,,,,
0304x3,1.105,0.838,0.699,0.736842105263158,0.736842105263158,0.736842105263158,1.404,1.925,0.825,,,,,,,,,,,,,,
0305x3,0.808,0.715,0.504,0.736842105263158,0.736842105263158,0.736842105263158,1.377,2.09,0.773,,,,,,,,,,,,,,
0306x3,0.763,0.63,0.306,0.736842105263158,0.736842105263158,0.736842105263158,1.534,2.167,0.804,,,,,,,,,,,,,,
0307x3,1.17,0.781,0.594,0.736842105263158,0.736842105263158,0.736842105263158,1.573,2.023,0.835,,,,,,,,,,,,,,
0308x3,1.118,0.794,0.58,0.736842105263158,0.736842105263158,0.736842105263158,1.51,1.909,0.838,,,,,,,,,,,,,,
0309x3,1.031,0.716,0.432,0.736842105263158,0.736842105263158,0.736842105263158,1.616,2.246,0.797,,,,,,,,,,,,,,
0310x3,1.1,0.819,0.557,0.736842105263158,0.736842105263158,0.736842105263158,1.528,2.105,0.86,,,,,,,,,,,,,,
0311x3,0.798,0.684,0.508,0.736842105263158,0.736842105263158,0.736842105263158,1.487,2.303,0.872,,,,,,,,,,,,,,
0312x3,1.096,0.748,0.457,0.736842105263158,0.736842105263158,0.736842105263158,1.553,2.133,0.787,,,,,,,,,,,,,,
0313x3,0.78,0.667,0.423,0.334069170909459,0.736842105263158,0.736842105263158,1.363,2.078,0.805,,,,,,,,,,,,,,
0314x3,1.016,0.741,0.364,0.736842105263158,0.736842105263158,0.736842105263158,1.536,2.081,0.84,,,,,,,,,,,,,,
0315x3,0.938,0.734,0.51,0.736842105263158,0.736842105263158,0.736842105263158,1.431,2.072,0.814,,,,,,,,,,,,,,
0316x3,1.048,0.768,0.382,0.736842105263158,0.736842105263158,0.736842105263158,1.363,1.834,0.826,,,,,,,,,,,,,,
0317x3,1.076,0.747,0.479,0.736842105263158,0.736842105263158,0.736842105263158,1.691,2.187,0.812,,,,,,,,,,,,,,
0318x3,1.138,0.76,0.532,0.736842105263158,0.736842105263158,0.736842105263158,1.566,2.074,0.817,,,,,,,,,,,,,,
0319x3,1.116,0.753,0.512,0.736842105263158,0.736842105263158,0.736842105263158,1.541,2.058,0.812,,,,,,,,,,,,,,
0320x3,0.702,0.726,,0.736842105263158,0.736842105263158,0.736842105263158,1.533,2.007,0.846,,,,,,,,,,,,,,
0321x3,1.102,0.782,0.44,0.736842105263158,0.736842105263158,0.736842105263158,1.498,2.015,0.818,,,,,,,,,,,,,,
0322x3,1.102,0.812,0.608,0.736842105263158,0.736842105263158,0.736842105263158,1.558,1.949,0.771,,,,,,,,,,,,,,
0323x3,1.062,0.77,0.493,0.736842105263158,0.736842105263158,0.736842105263158,1.546,2.022,0.898,,,,,,,,,,,,,,
0324x3,1.115,0.794,0.498,0.736842105263158,0.736842105263158,0.736842105263158,1.459,1.994,0.753,,,,,,,,,,,,,,
0325x3,0.855,0.697,0.47,0.736842105263158,0.736842105263158,0.736842105263158,1.491,2.209,0.888,,,,,,,,,,,,,,
0326x3,1.137,0.783,0.575,0.736842105263158,0.736842105263158,0.736842105263158,1.512,2.006,0.809,,,,,,,,,,,,,,
0327x3,0.966,0.74,0.451,0.736842105263158,0.736842105263158,0.736842105263158,1.546,2.127,0.817,,,,,,,,,,,,,,
0328x3,0.943,0.709,0.45,0.736842105263158,0.736842105263158,0.736842105263158,1.549,2.093,0.789,,,,,,,,,,,,,,
0329x3,1.157,0.763,0.576,0.736842105263158,0.736842105263158,0.736842105263158,1.558,2.099,0.84,,,,,,,,,,,,,,
0330x3,0.993,0.766,0.631,0.736842105263158,0.736842105263158,0.736842105263158,1.376,2.022,0.801,,,,,,,,,,,,,,
0331x3,1.132,0.785,0.698,0.736842105263158,0.736842105263158,0.736842105263158,1.568,2.06,0.831,,,,,,,,,,,,,,
0332x3,1.039,0.746,0.439,0.736842105263158,0.736842105263158,0.736842105263158,1.42,1.999,0.822,,,,,,,,,,,,,,
0333x3,1.102,0.836,0.52,0.736842105263158,0.736842105263158,0.736842105263158,1.44,1.899,0.799,,,,,,,,,,,,,,
0334x3,1.147,0.799,0.581,0.736842105263158,0.736842105263158,0.736842105263158,1.549,2.02,0.776,,,,,,,,,,,,,,
0335x3,0.848,0.687,0.4,0.736842105263158,0.736842105263158,0.736842105263158,1.58,2.214,0.821,,,,,,,,,,,,,,
0336x3,1.024,0.739,0.432,0.736842105263158,0.736842105263158,0.736842105263158,1.48,2.067,0.827,,,,,,,,,,,,,,
0337x3,1.085,0.809,0.685,0.736842105263158,0.736842105263158,0.736842105263158,1.589,2.04,0.821,,,,,,,,,,,,,,
0338x3,1.106,0.766,0.497,0.736842105263158,0.736842105263158,0.736842105263158,1.521,2.004,0.816,,,,,,,,,,,,,,
0339x3,1.122,0.822,0.591,0.736842105263158,0.736842105263158,0.736842105263158,1.679,1.968,0.779,,,,,,,,,,,,,,
0340x3,0.753,0.626,0.24,0.736842105263158,0.736842105263158,0.736842105263158,1.541,2.258,0.818,,,,,,,,,,,,,,
0341x3,1.019,0.698,0.56,0.736842105263158,0.736842105263158,0.736842105263158,1.595,2.254,0.853,,,,,,,,,,,,,,
0342x3,1.067,0.772,0.42,0.736842105263158,0.736842105263158,0.736842105263158,1.559,2.076,0.856,,,,,,,,,,,,,,
0343x3,0.822,0.685,0.506,0.736842105263158,0.736842105263158,0.736842105263158,1.392,2.114,0.818,,,,,,,,,,,,,,
0344x3,1.097,0.745,0.491,0.736842105263158,0.736842105263158,0.736842105263158,1.511,2.188,0.811,,,,,,,,,,,,,,
0345x3,1.07,0.763,0.49,0.736842105263158,0.736842105263158,0.736842105263158,1.563,2.024,0.823,,,,,,,,,,,,,,
0346x3,0.936,0.706,0.44,0.736842105263158,0.736842105263158,0.736842105263158,1.584,2.168,0.829,,,,,,,,,,,,,,
0347x3,1.142,0.772,0.502,0.736842105263158,0.736842105263158,0.736842105263158,1.592,2.052,0.828,,,,,,,,,,,,,,
0348x3,0.861,0.701,0.393,0.736842105263158,0.736842105263158,0.736842105263158,1.536,2.227,0.826,,,,,,,,,,,,,,
0349x3,0.965,0.72,0.453,0.736842105263158,0.736842105263158,0.736842105263158,1.503,2.261,0.768,,,,,,,,,,,,,,
0350x3,0.15,0.33,0.116,0.736842105263158,0.736842105263158,0.736842105263158,0.27,0.923,0.217,,,,,,,,,,,,,,
0351x3,1.085,0.75,0.374,0.736842105263158,0.736842105263158,0.736842105263158,1.594,2.102,0.801,,,,,,,,,,,,,,
0352x3,0.769,0.605,0.3,0.736842105263158,0.736842105263158,0.736842105263158,1.398,2.104,0.737,,,,,,,,,,,,,,
0353x3,1.139,0.819,0.655,0.736842105263158,0.736842105263158,0.736842105263158,1.55,1.924,0.819,,,,,,,,,,,,,,
0354x3,1.061,0.765,0.467,0.736842105263158,0.736842105263158,0.736842105263158,1.477,2.011,0.823,,,,,,,,,,,,,,
0355x3,0.956,0.736,0.428,0.736842105263158,0.736842105263158,0.736842105263158,1.557,2.099,0.824,,,,,,,,,,,,,,
0356x3,0.815,0.68,0.342,0.736842105263158,0.736842105263158,0.736842105263158,1.518,2.144,0.875,,,,,,,,,,,,,,
0357x3,0.851,0.718,0.585,0.736842105263158,0.736842105263158,0.736842105263158,1.461,2.138,0.813,,,,,,,,,,,,,,
0358x3,1.106,0.766,0.486,0.736842105263158,0.736842105263158,0.736842105263158,1.488,2.073,0.807,,,,,,,,,,,,,,
0359x3,1.113,0.771,0.529,0.736842105263158,0.736842105263158,0.736842105263158,1.508,2.05,0.827,,,,,,,,,,,,,,
0360x3,1.101,0.818,0.58,0.736842105263158,0.736842105263158,0.736842105263158,1.588,1.984,0.789,,,,,,,,,,,,,,
0361x3,1.135,0.787,0.554,0.736842105263158,0.736842105263158,0.736842105263158,1.514,2.096,0.824,,,,,,,,,,,,,,
0362x3,1.085,0.794,0.573,0.736842105263158,0.736842105263158,0.736842105263158,1.51,1.942,0.821,,,,,,,,,,,,,,
0363x3,0.813,0.667,0.305,0.736842105263158,0.736842105263158,0.736842105263158,1.458,2.031,0.842,,,,,,,,,,,,,,
0364x3,1.084,0.76,0.461,0.736842105263158,0.736842105263158,0.736842105263158,1.534,2.065,0.832,,,,,,,,,,,,,,
0365x3,0.963,0.713,0.392,0.736842105263158,0.736842105263158,0.736842105263158,1.57,2.211,0.808,,,,,,,,,,,,,,
0366x3,1.149,0.755,0.504,0.736842105263158,0.736842105263158,0.736842105263158,1.533,2.032,0.788,,,,,,,,,,,,,,
0367x3,0.902,0.722,0.475,0.736842105263158,0.736842105263158,0.736842105263158,1.53,2.134,0.832,,,,,,,,,,,,,,
0368x3,1.137,0.763,0.486,0.736842105263158,0.736842105263158,0.736842105263158,1.559,2.107,0.831,,,,,,,,,,,,,,
0369x3,1.088,0.772,0.476,0.736842105263158,0.736842105263158,0.736842105263158,1.538,2.104,0.838,,,,,,,,,,,,,,
0370x3,1.091,0.777,0.464,0.736842105263158,0.736842105263158,0.736842105263158,1.515,1.961,0.756,,,,,,,,,,,,,,
0371x3,1.107,0.741,0.466,0.736842105263158,0.736842105263158,0.736842105263158,1.549,2.111,0.808,,,,,,,,,,,,,,
0372x3,0.984,0.741,0.504,0.736842105263158,0.736842105263158,0.736842105263158,1.497,1.918,0.715,,,,,,,,,,,,,,
0373x3,1.04,0.771,0.402,0.736842105263158,0.736842105263158,0.736842105263158,1.513,2.097,0.857,,,,,,,,,,,,,,
0374x3,1.053,0.779,0.563,0.736842105263158,0.736842105263158,0.736842105263158,1.544,2.077,0.797,,,,,,,,,,,,,,
0375x3,0.973,0.724,0.467,0.736842105263158,0.736842105263158,0.736842105263158,1.607,2.27,0.823,,,,,,,,,,,,,,
0376x3,1.14,0.778,0.535,0.736842105263158,0.736842105263158,0.736842105263158,1.544,2.023,0.81,,,,,,,,,,,,,,
0377x3,1.078,0.787,0.645,0.736842105263158,0.736842105263158,0.736842105263158,1.481,2.022,0.832,,,,,,,,,,,,,,
0378x3,1.156,0.81,0.697,0.736842105263158,0.736842105263158,0.736842105263158,1.524,1.923,0.83,,,,,,,,,,,,,,
0379x3,0.985,0.699,0.403,0.736842105263158,0.736842105263158,0.736842105263158,1.634,2.19,0.819,,,,,,,,,,,,,,
0380x3,1.136,0.784,0.496,0.736842105263158,0.736842105263158,0.736842105263158,1.498,2.02,0.809,,,,,,,,,,,,,,
0381x3,0.902,0.742,0.449,0.736842105263158,0.736842105263158,0.736842105263158,1.567,2.188,0.81,,,,,,,,,,,,,,
0382x3,0.917,0.737,0.476,0.736842105263158,0.736842105263158,0.736842105263158,1.469,2.086,0.746,,,,,,,,,,,,,,
0383x3,0.955,0.725,0.472,0.736842105263158,0.736842105263158,0.736842105263158,1.546,2.164,0.817,,,,,,,,,,,,,,
0384x3,0.836,0.694,0.382,0.736842105263158,0.736842105263158,0.736842105263158,1.431,1.982,0.86,,,,,,,,,,,,,,
0385x3,0.133,0.391,0.103,0.736842105263158,0.736842105263158,0.736842105263158,0.324,1.184,0.277,,,,,,,,,,,,,,
0386x3,0.983,0.721,0.388,0.736842105263158,0.736842105263158,0.736842105263158,1.572,2.092,0.831,,,,,,,,,,,,,,
0387x3,0.866,0.693,0.484,0.736842105263158,0.736842105263158,0.736842105263158,1.623,2.286,0.844,,,,,,,,,,,,,,
0388x3,1.005,0.724,0.488,0.736842105263158,0.736842105263158,0.736842105263158,1.554,2.093,0.85,,,,,,,,,,,,,,
0389x3,1.095,0.769,0.522,0.736842105263158,0.736842105263158,0.736842105263158,1.507,2.003,0.814,,,,,,,,,,,,,,
0390x3,0.882,0.712,0.354,0.736842105263158,0.736842105263158,0.736842105263158,1.602,2.199,0.841,,,,,,,,,,,,,,
0391x3,1.1,0.818,0.657,0.736842105263158,0.736842105263158,0.736842105263158,1.454,1.892,0.8,,,,,,,,,,,,,,
0392x3,1.001,0.769,0.445,0.736842105263158,0.736842105263158,0.736842105263158,1.412,1.863,0.789,,,,,,,,,,,,,,
0393x3,1.124,0.739,0.487,0.736842105263158,0.736842105263158,0.736842105263158,1.545,2.093,0.814,,,,,,,,,,,,,,
0394x3,0.976,0.76,0.568,0.736842105263158,0.736842105263158,0.736842105263158,1.516,2.115,0.834,,,,,,,,,,,,,,
0395x3,1.029,0.763,0.699,0.736842105263158,0.736842105263158,0.736842105263158,1.465,1.939,0.813,,,,,,,,,,,,,,
0396x3,1.117,0.721,0.521,0.736842105263158,0.736842105263158,0.736842105263158,1.563,2.156,0.812,,,,,,,,,,,,,,
0397x3,0.836,0.677,0.451,0.736842105263158,0.736842105263158,0.736842105263158,1.501,2.163,0.846,,,,,,,,,,,,,,
0398x3,0.797,0.682,0.432,0.736842105263158,0.736842105263158,0.736842105263158,1.51,2.158,0.867,,,,,,,,,,,,,,
0399x3,0.905,0.73,0.325,0.736842105263158,0.736842105263158,0.736842105263158,1.489,2.173,0.799,,,,,,,,,,,,,,
0400x3,1.089,0.802,0.562,0.736842105263158,0.736842105263158,0.736842105263158,1.481,1.981,0.81,,,,,,,,,,,,,,
0401x3,0.911,0.714,0.401,0.736842105263158,0.736842105263158,0.736842105263158,1.537,2.122,0.86,,,,,,,,,,,,,,
0402x3,1.083,0.796,0.507,0.736842105263158,0.736842105263158,0.736842105263158,1.469,2.069,0.813,,,,,,,,,,,,,,
0403x3,1.091,0.755,0.58,0.736842105263158,0.736842105263158,0.736842105263158,1.547,2.034,0.822,,,,,,,,,,,,,,
0404x3,1.073,0.795,0.499,0.736842105263158,0.736842105263158,0.736842105263158,1.473,1.988,0.788,,,,,,,,,,,,,,
0405x3,1.087,0.77,0.476,0.736842105263158,0.736842105263158,0.736842105263158,1.448,1.946,0.837,,,,,,,,,,,,,,
0406x3,1.097,0.797,0.557,0.736842105263158,0.736842105263158,0.736842105263158,1.504,2.044,0.836,,,,,,,,,,,,,,
0407x3,1.076,0.783,0.433,0.736842105263158,0.736842105263158,0.736842105263158,1.506,2.003,0.791,,,,,,,,,,,,,,
0408x3,1.233,0.827,0.848,0.736842105263158,0.736842105263158,0.736842105263158,1.561,1.976,0.77,,,,,,,,,,,,,,
0409x3,1.118,0.825,0.593,0.736842105263158,0.736842105263158,0.736842105263158,1.539,1.948,0.919,,,,,,,,,,,,,,
0410x3,1.122,0.785,0.49,0.736842105263158,0.736842105263158,0.736842105263158,1.631,2.239,0.829,,,,,,,,,,,,,,
