image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0411x3,0.841,0.708,0.51,0.736842105263158,0.736842105263158,0.736842105263158,1.482,2.177,0.867,,,,,,,,,,,,,,
0412x3,1.041,0.792,0.446,0.736842105263158,0.736842105263158,0.736842105263158,1.459,2.038,0.763,,,,,,,,,,,,,,
0413x3,0.811,0.7,0.377,0.736842105263158,0.736842105263158,0.736842105263158,1.468,2.143,0.787,,,,,,,,,,,,,,
0414x3,1.069,0.771,0.515,0.736842105263158,0.736842105263158,0.736842105263158,1.453,1.976,0.805,,,,,,,,,,,,,,
0415x3,1.056,0.779,0.484,0.736842105263158,0.736842105263158,0.736842105263158,1.476,2.007,0.799,,,,,,,,,,,,,,
0416x3,1.116,0.792,0.581,0.736842105263158,0.736842105263158,0.736842105263158,1.519,1.99,0.811,,,,,,,,,,,,,,
0417x3,0.972,0.765,0.519,0.736842105263158,0.736842105263158,0.736842105263158,1.435,2.05,0.823,,,,,,,,,,,,,,
0418x3,1.035,0.757,0.521,0.736842105263158,0.736842105263158,0.736842105263158,1.519,2.046,0.83,,,,,,,,,,,,,,
0419x3,1.097,0.816,0.537,0.736842105263158,0.736842105263158,0.736842105263158,1.573,2.041,0.839,,,,,,,,,,,,,,
0420x3,1.096,0.826,0.564,0.736842105263158,0.736842105263158,0.736842105263158,1.546,2.053,0.784,,,,,,,,,,,,,,
0421x3,1.084,0.787,0.596,0.736842105263158,0.736842105263158,0.736842105263158,1.568,2.04,0.818,,,,,,,,,,,,,,
0422x3,1.072,0.789,0.51,0.736842105263158,0.736842105263158,0.736842105263158,1.541,2.083,0.819,,,,,,,,,,,,,,
0423x3,0.89,0.726,0.545,0.736842105263158,0.736842105263158,0.736842105263158,1.522,2.1,0.825,,,,,,,,,,,,,,
0424x3,1.121,0.781,0.563,0.736842105263158,0.736842105263158,0.736842105263158,1.532,2.023,0.856,,,,,,,,,,,,,,
0425x3,1.092,0.767,0.468,0.736842105263158,0.736842105263158,0.736842105263158,1.504,2.01,0.803,,,,,,,,,,,,,,
0426x3,0.807,0.684,0.467,0.736842105263158,0.736842105263158,0.736842105263158,1.468,2.147,0.815,,,,,,,,,,,,,,
0427x3,0.789,0.67,0.399,0.736842105263158,0.736842105263158,0.736842105263158,1.362,2.048,0.794,,,,,,,,,,,,,,
0428x3,1.143,0.767,0.52,0.736842105263158,0.736842105263158,0.736842105263158,1.592,2.116,0.81,,,,,,,,,,,,,,
0429x3,1.042,0.752,0.373,0.736842105263158,0.736842105263158,0.736842105263158,1.479,1.996,0.766,,,,,,,,,,,,,,
0430x3,1.062,0.786,0.518,0.736842105263158,0.736842105263158,0.736842105263158,1.465,1.97,0.801,,,,,,,,,,,,,,
0431x3,0.975,0.776,0.416,0.736842105263158,0.736842105263158,0.736842105263158,1.447,1.989,0.804,,,,,,,,,,,,,,
0432x3,1.112,0.792,0.573,0.736842105263158,0.736842105263158,0.736842105263158,1.462,1.976,0.807,,,,,,,,,,,,,,
0433x3,1.053,0.736,0.503,0.736842105263158,0.736842105263158,0.736842105263158,1.573,2.112,0.82,,,,,,,,,,,,,,
0434x3,0.948,0.752,0.583,0.736842105263158,0.736842105263158,0.736842105263158,1.446,2.057,0.809,,,,,,,,,,,,,,
0435x3,1.113,0.758,0.535,0.736842105263158,0.736842105263158,0.736842105263158,1.557,2.06,0.811,,,,,,,,,,,,,,
0436x3,1.12,0.771,0.52,0.736842105263158,0.736842105263158,0.736842105263158,1.548,2.012,0.854,,,,,,,,,,,,,,
0437x3,0.823,0.643,0.397,0.736842105263158,0.736842105263158,0.736842105263158,1.611,2.256,0.804,,,,,,,,,,,,,,
0438x3,1.082,0.801,0.599,0.736842105263158,0.736842105263158,0.736842105263158,1.584,2.023,0.855,,,,,,,,,,,,,,
0439x3,0.802,0.711,0.453,0.736842105263158,0.736842105263158,0.736842105263158,1.462,2.038,0.767,,,,,,,,,,,,,,
0440x3,1.131,0.781,0.615,0.736842105263158,0.736842105263158,0.736842105263158,1.579,2.089,0.874,,,,,,,,,,,,,,
0441x3,1.123,0.781,0.555,0.736842105263158,0.736842105263158,0.736842105263158,1.479,2.013,0.819,,,,,,,,,,,,,,
0442x3,1.084,0.784,0.529,0.736842105263158,0.736842105263158,0.736842105263158,1.454,1.983,0.809,,,,,,,,,,,,,,
0443x3,1.082,0.796,0.522,0.736842105263158,0.736842105263158,0.736842105263158,1.524,1.864,0.824,,,,,,,,,,,,,,
0444x3,1.021,0.814,0.52,0.736842105263158,0.736842105263158,0.736842105263158,1.395,1.903,0.827,,,,,,,,,,,,,,
0445x3,1.102,0.788,0.554,0.736842105263158,0.736842105263158,0.736842105263158,1.516,2.004,0.818,,,,,,,,,,,,,,
0446x3,1.033,0.723,0.362,0.736842105263158,0.736842105263158,0.736842105263158,1.5,1.986,0.742,,,,,,,,,,,,,,
0447x3,1.075,0.736,0.371,0.736842105263158,0.736842105263158,0.736842105263158,1.573,2.17,0.814,,,,,,,,,,,,,,
0448x3,1.093,0.788,0.522,0.736842105263158,0.736842105263158,0.736842105263158,1.535,1.949,0.792,,,,,,,,,,,,,,
0449x3,0.166,0.396,0.133,0.736842105263158,0.736842105263158,0.736842105263158,0.351,1.139,0.329,,,,,,,,,,,,,,
0450x3,1.115,0.869,0.936,0.736842105263158,0.736842105263158,0.736842105263158,1.544,1.919,0.82,,,,,,,,,,,,,,
0451x3,1.05,0.762,0.475,0.736842105263158,0.736842105263158,0.736842105263158,1.54,2.123,0.81,,,,,,,,,,,,,,
0452x3,1.101,0.767,0.492,0.736842105263158,0.736842105263158,0.736842105263158,1.522,2.031,0.799,,,,,,,,,,,,,,
0453x3,1.063,0.808,0.558,0.736842105263158,0.736842105263158,0.736842105263158,1.443,1.861,0.833,,,,,,,,,,,,,,
0454x3,1.017,0.744,0.455,0.736842105263158,0.736842105263158,0.736842105263158,1.587,2.159,0.811,,,,,,,,,,,,,,
0455x3,1.053,0.792,0.48,0.736842105263158,0.736842105263158,0.736842105263158,1.419,1.98,0.822,,,,,,,,,,,,,,
0456x3,1.102,0.764,0.501,0.736842105263158,0.736842105263158,0.736842105263158,1.538,2.068,0.829,,,,,,,,,,,,,,
0457x3,0.888,0.714,0.62,0.736842105263158,0.736842105263158,0.736842105263158,1.539,2.218,0.849,,,,,,,,,,,,,,
0458x3,0.987,0.759,0.533,0.736842105263158,0.736842105263158,0.736842105263158,1.466,2.006,0.788,,,,,,,,,,,,,,
0459x3,1.07,0.779,0.472,0.736842105263158,0.736842105263158,0.736842105263158,1.538,2.008,0.805,,,,,,,,,,,,,,
0460x3,0.097,0.45,0.083,0.736842105263158,0.736842105263158,0.736842105263158,0.407,1.313,0.361,,,,,,,,,,,,,,
0461x3,0.191,0.429,0.16,0.736842105263158,0.736842105263158,0.736842105263158,0.367,1.238,0.321,,,,,,,,,,,,,,
0462x3,0.888,0.697,0.383,0.736842105263158,0.736842105263158,0.736842105263158,1.581,2.212,0.831,,,,,,,,,,,,,,
0463x3,1.077,0.761,0.427,0.736842105263158,0.736842105263158,0.736842105263158,1.513,1.956,0.775,,,,,,,,,,,,,,
0464x3,0.794,0.705,0.482,0.350908869055376,0.736842105263158,0.736842105263158,1.44,2.068,0.818,,,,,,,,,,,,,,
0465x3,1.129,0.774,0.472,0.736842105263158,0.736842105263158,0.736842105263158,1.522,2.067,0.826,,,,,,,,,,,,,,
0466x3,1.135,0.756,0.46,0.736842105263158,0.736842105263158,0.736842105263158,1.643,2.087,0.84,,,,,,,,,,,,,,
0467x3,1.086,0.759,0.517,0.736842105263158,0.736842105263158,0.736842105263158,1.444,2.031,0.86,,,,,,,,,,,,,,
0468x3,0.927,0.734,0.577,0.736842105263158,0.736842105263158,0.736842105263158,1.483,1.97,0.791,,,,,,,,,,,,,,
0469x3,1.035,0.831,0.528,0.736842105263158,0.736842105263158,0.736842105263158,1.488,1.949,0.799,,,,,,,,,,,,,,
0470x3,1.149,0.781,0.491,0.736842105263158,0.736842105263158,0.736842105263158,1.452,2.003,0.805,,,,,,,,,,,,,,
0471x3,1.058,0.73,0.438,0.736842105263158,0.736842105263158,0.736842105263158,1.543,2.097,0.825,,,,,,,,,,,,,,
0472x3,1.068,0.789,0.524,0.736842105263158,0.736842105263158,0.736842105263158,1.423,1.977,0.829,,,,,,,,,,,,,,
0473x3,1.148,0.83,0.838,0.736842105263158,0.736842105263158,0.736842105263158,1.479,1.925,0.815,,,,,,,,,,,,,,
0474x3,1.006,0.737,0.367,0.736842105263158,0.736842105263158,0.736842105263158,1.507,2.063,0.845,,,,,,,,,,,,,,
0475x3,1.084,0.773,0.547,0.736842105263158,0.736842105263158,0.736842105263158,1.52,2.039,0.796,,,,,,,,,,,,,,
0476x3,0.911,0.716,0.414,0.736842105263158,0.736842105263158,0.736842105263158,1.576,2.116,0.807,,,,,,,,,,,,,,
0477x3,1.09,0.764,0.532,0.736842105263158,0.736842105263158,0.736842105263158,1.552,2.081,0.84,,,,,,,,,,,,,,
0478x3,1.068,0.771,0.478,0.736842105263158,0.736842105263158,0.736842105263158,1.448,1.866,0.773,,,,,,,,,,,,,,
0479x3,1.082,0.769,0.488,0.736842105263158,0.736842105263158,0.736842105263158,1.549,2.036,0.842,,,,,,,,,,,,,,
0480x3,1.089,0.768,0.444,0.736842105263158,0.736842105263158,0.736842105263158,1.598,2.077,0.811,,,,,,,,,,,,,,
0481x3,0.936,0.696,0.387,0.736842105263158,0.736842105263158,0.736842105263158,1.619,2.143,0.791,,,,,,,,,,,,,,
0482x3,1.133,0.761,0.535,0.736842105263158,0.736842105263158,0.736842105263158,1.53,1.944,0.787,,,,,,,,,,,,,,
0483x3,1.106,0.776,0.502,0.736842105263158,0.736842105263158,0.736842105263158,1.531,1.996,0.793,,,,,,,,,,,,,,
0484x3,0.913,0.715,0.576,0.736842105263158,0.736842105263158,0.736842105263158,1.524,2.15,0.82,,,,,,,,,,,,,,
0485x3,1.114,0.837,0.737,0.736842105263158,0.736842105263158,0.736842105263158,1.462,1.992,0.892,,,,,,,,,,,,,,
0486x3,1.113,0.807,0.583,0.736842105263158,0.736842105263158,0.736842105263158,1.496,1.999,0.816,,,,,,,,,,,,,,
0487x3,1.109,0.785,0.438,0.736842105263158,0.736842105263158,0.736842105263158,1.575,2.093,0.721,,,,,,,,,,,,,,
0488x3,1.083,0.796,0.535,0.736842105263158,0.736842105263158,0.736842105263158,1.514,2.064,0.821,,,,,,,,,,,,,,
0489x3,1.089,0.775,0.474,0.736842105263158,0.736842105263158,0.736842105263158,1.571,1.944,0.788,,,,,,,,,,,,,,
0490x3,1.07,0.757,0.414,0.736842105263158,0.736842105263158,0.736842105263158,1.52,2.042,0.828,,,,,,,,,,,,,,
0491x3,0.834,0.679,0.42,0.736842105263158,0.736842105263158,0.736842105263158,1.566,2.214,0.892,,,,,,,,,,,,,,
0492x3,0.731,0.656,0.274,0.736842105263158,0.736842105263158,0.736842105263158,1.424,2.111,0.797,,,,,,,,,,,,,,
0493x3,0.997,0.733,0.406,0.736842105263158,0.736842105263158,0.736842105263158,1.526,2.144,0.778,,,,,,,,,,,,,,
0494x3,1.094,0.768,0.521,0.736842105263158,0.736842105263158,0.736842105263158,1.501,1.987,0.802,,,,,,,,,,,,,,
0495x3,1.019,0.746,0.442,0.736842105263158,0.736842105263158,0.736842105263158,1.577,2.1,0.825,,,,,,,,,,,,,,
0496x3,1.116,0.766,0.561,0.736842105263158,0.736842105263158,0.736842105263158,1.538,2.074,0.845,,,,,,,,,,,,,,
0497x3,0.849,0.712,0.505,0.736842105263158,0.736842105263158,0.736842105263158,1.556,2.166,0.805,,,,,,,,,,,,,,
0498x3,1.086,0.746,0.413,0.736842105263158,0.736842105263158,0.736842105263158,1.577,2.088,0.809,,,,,,,,,,,,,,
0499x3,0.874,0.71,0.402,0.736842105263158,0.736842105263158,0.736842105263158,1.589,2.181,0.843,,,,,,,,,,,,,,
0500x3,1.124,0.785,0.543,0.736842105263158,0.736842105263158,0.736842105263158,1.661,1.973,0.812,,,,,,,,,,,,,,
0501x3,0.813,0.705,0.455,0.736842105263158,0.736842105263158,0.736842105263158,1.51,2.167,0.882,,,,,,,,,,,,,,
0502x3,1.109,0.773,0.463,0.736842105263158,0.736842105263158,0.736842105263158,1.537,2.012,0.862,,,,,,,,,,,,,,
0503x3,1.053,0.775,0.509,0.736842105263158,0.736842105263158,0.736842105263158,1.502,1.987,0.798,,,,,,,,,,,,,,
0504x3,0.89,0.758,0.617,0.736842105263158,0.736842105263158,0.736842105263158,1.325,1.976,0.768,,,,,,,,,,,,,,
0505x3,0.985,0.743,0.498,0.736842105263158,0.736842105263158,0.736842105263158,1.5,2.104,0.815,,,,,,,,,,,,,,
0506x3,1.079,0.802,0.563,0.736842105263158,0.736842105263158,0.736842105263158,1.483,1.874,0.794,,,,,,,,,,,,,,
0507x3,1.081,0.747,0.408,0.736842105263158,0.736842105263158,0.736842105263158,1.499,2.04,0.827,,,,,,,,,,,,,,
0508x3,0.149,0.37,0.2,0.736842105263158,0.736842105263158,0.736842105263158,0.327,0.974,0.297,,,,,,,,,,,,,,
0509x3,1.103,0.772,0.484,0.736842105263158,0.736842105263158,0.736842105263158,1.503,2.039,0.805,,,,,,,,,,,,,,
0510x3,1.086,0.753,0.468,0.736842105263158,0.736842105263158,0.736842105263158,1.582,2.041,0.81,,,,,,,,,,,,,,
0511x3,1.029,0.728,0.372,0.736842105263158,0.736842105263158,0.736842105263158,1.482,2.049,0.78,,,,,,,,,,,,,,
0512x3,0.903,0.728,0.451,0.736842105263158,0.736842105263158,0.736842105263158,1.487,2.124,0.866,,,,,,,,,,,,,,
0513x3,1.093,0.827,0.614,0.736842105263158,0.736842105263158,0.736842105263158,1.566,1.906,0.807,,,,,,,,,,,,,,
0514x3,0.984,0.75,0.414,0.736842105263158,0.736842105263158,0.736842105263158,1.404,1.999,0.828,,,,,,,,,,,,,,
0515x3,1.098,0.793,0.481,0.736842105263158,0.736842105263158,0.736842105263158,1.5,1.865,0.815,,,,,,,,,,,,,,
0516x3,1.154,0.778,0.511,0.736842105263158,0.736842105263158,0.736842105263158,1.613,2.003,0.819,,,,,,,,,,,,,,
0517x3,1.049,0.76,0.429,0.736842105263158,0.736842105263158,0.736842105263158,1.542,2.066,0.8,,,,,,,,,,,,,,
0518x3,1.05,0.704,0.518,0.736842105263158,0.736842105263158,0.736842105263158,1.585,2.07,0.769,,,,,,,,,,,,,,
0519x3,1.082,0.751,0.443,0.736842105263158,0.736842105263158,0.736842105263158,1.493,2.061,0.807,,,,,,,,,,,,,,
0520x3,1.066,0.78,0.454,0.736842105263158,0.736842105263158,0.736842105263158,1.519,2.039,0.84,,,,,,,,,,,,,,
0521x3,0.162,0.389,0.151,0.736842105263158,0.736842105263158,0.736842105263158,0.325,1.17,0.279,,,,,,,,,,,,,,
0522x3,1.051,0.741,0.506,0.736842105263158,0.736842105263158,0.736842105263158,1.551,2.176,0.833,,,,,,,,,,,,,,
0523x3,0.996,0.738,0.521,0.736842105263158,0.736842105263158,0.736842105263158,1.498,2.024,0.816,,,,,,,,,,,,,,
0524x3,1.088,0.806,0.57,0.736842105263158,0.736842105263158,0.736842105263158,1.508,2.001,0.832,,,,,,,,,,,,,,
0525x3,1.103,0.777,0.543,0.736842105263158,0.736842105263158,0.736842105263158,1.538,2.074,0.845,,,,,,,,,,,,,,
0526x3,0.892,0.743,0.412,0.736842105263158,0.736842105263158,0.736842105263158,1.445,1.911,0.714,,,,,,,,,,,,,,
0527x3,0.851,0.686,0.419,0.736842105263158,0.736842105263158,0.736842105263158,1.589,2.235,0.834,,,,,,,,,,,,,,
0528x3,1.079,0.799,0.512,0.736842105263158,0.736842105263158,0.736842105263158,1.555,2.021,0.798,,,,,,,,,,,,,,
0529x3,0.896,0.74,0.505,0.736842105263158,0.736842105263158,0.736842105263158,1.41,1.928,0.731,,,,,,,,,,,,,,
0530x3,1.063,0.78,0.496,0.736842105263158,0.736842105263158,0.736842105263158,1.497,2.017,0.823,,,,,,,,,,,,,,
0531x3,1.09,0.786,0.605,0.736842105263158,0.736842105263158,0.736842105263158,1.524,1.975,0.806,,,,,,,,,,,,,,
0532x3,1.104,0.751,0.496,0.736842105263158,0.736842105263158,0.736842105263158,1.531,2.136,0.802,,,,,,,,,,,,,,
0533x3,1.082,0.76,0.423,0.736842105263158,0.736842105263158,0.736842105263158,1.559,2.091,0.802,,,,,,,,,,,,,,
0534x3,0.887,0.702,0.417,0.736842105263158,0.736842105263158,0.736842105263158,1.561,2.16,0.794,,,,,,,,,,,,,,
0535x3,1.072,0.731,0.402,0.736842105263158,0.736842105263158,0.736842105263158,1.678,2.188,0.825,,,,,,,,,,,,,,
0536x3,1.101,0.774,0.571,0.736842105263158,0.736842105263158,0.736842105263158,1.483,2.056,0.852,,,,,,,,,,,,,,
0537x3,1.085,0.73,0.496,0.736842105263158,0.736842105263158,0.736842105263158,1.551,2.082,0.815,,,,,,,,,,,,,,
0538x3,1.039,0.746,0.451,0.736842105263158,0.736842105263158,0.736842105263158,1.549,2.106,0.801,,,,,,,,,,,,,,
0539x3,1.115,0.755,0.448,0.736842105263158,0.736842105263158,0.736842105263158,1.553,2.051,0.807,,,,,,,,,,,,,,
0540x3,0.972,0.751,0.728,0.736842105263158,0.736842105263158,0.736842105263158,1.546,2.04,0.799,,,,,,,,,,,,,,
0541x3,0.934,0.731,0.581,0.736842105263158,0.736842105263158,0.736842105263158,1.489,2.094,0.845,,,,,,,,,,,,,,
0542x3,1.004,0.729,0.368,0.736842105263158,0.736842105263158,0.736842105263158,1.42,1.936,0.727,,,,,,,,,,,,,,
0543x3,1.117,0.767,0.533,0.736842105263158,0.736842105263158,0.736842105263158,1.585,2.178,0.866,,,,,,,,,,,,,,
0544x3,1.093,0.738,0.359,0.736842105263158,0.736842105263158,0.736842105263158,1.574,2.069,0.807,,,,,,,,,,,,,,
0545x3,1.127,0.819,0.813,0.736842105263158,0.736842105263158,0.736842105263158,1.545,1.874,0.898,,,,,,,,,,,,,,
0546x3,1.105,0.779,0.499,0.736842105263158,0.736842105263158,0.736842105263158,1.518,2.033,0.827,,,,,,,,,,,,,,
0547x3,1.114,0.764,0.469,0.736842105263158,0.736842105263158,0.736842105263158,1.549,2.102,0.782,,,,,,,,,,,,,,
0548x3,0.861,0.707,0.454,0.736842105263158,0.736842105263158,0.736842105263158,1.57,2.208,0.88,,,,,,,,,,,,,,
0549x3,1.033,0.769,0.488,0.736842105263158,0.736842105263158,0.736842105263158,1.442,2.02,0.813,,,,,,,,,,,,,,
0550x3,1.065,0.822,0.474,0.736842105263158,0.736842105263158,0.736842105263158,1.496,1.965,0.805,,,,,,,,,,,,,,
0551x3,1.083,0.744,0.413,0.736842105263158,0.736842105263158,0.736842105263158,1.555,2.092,0.802,,,,,,,,,,,,,,
0552x3,1.086,0.77,0.512,0.736842105263158,0.736842105263158,0.736842105263158,1.511,2.015,0.823,,,,,,,,,,,,,,
0553x3,0.914,0.721,0.478,0.736842105263158,0.736842105263158,0.736842105263158,1.561,2.118,0.834,,,,,,,,,,,,,,
0554x3,0.827,0.692,0.372,0.736842105263158,0.736842105263158,0.736842105263158,1.492,2.191,0.796,,,,,,,,,,,,,,
0555x3,1.1,0.768,0.488,0.736842105263158,0.736842105263158,0.736842105263158,1.436,1.959,0.801,,,,,,,,,,,,,,
0556x3,0.889,0.71,0.454,0.736842105263158,0.736842105263158,0.736842105263158,1.494,2.044,0.867,,,,,,,,,,,,,,
0557x3,0.899,0.712,0.469,0.736842105263158,0.736842105263158,0.736842105263158,1.619,2.217,0.803,,,,,,,,,,,,,,
0558x3,1.089,0.795,0.527,0.736842105263158,0.736842105263158,0.736842105263158,1.502,1.987,0.804,,,,,,,,,,,,,,
0559x3,0.831,0.728,0.558,0.736842105263158,0.736842105263158,0.736842105263158,1.384,1.951,0.758,,,,,,,,,,,,,,
0560x3,0.9,0.735,0.367,0.736842105263158,0.736842105263158,0.736842105263158,1.417,2.088,0.846,,,,,,,,,,,,,,
0561x3,0.855,0.717,0.276,0.322442314476431,0.736842105263158,0.736842105263158,1.409,2.134,0.708,,,,,,,,,,,,,,
0562x3,1.093,0.745,0.443,0.736842105263158,0.736842105263158,0.736842105263158,1.523,2.063,0.826,,,,,,,,,,,,,,
0563x3,1.167,0.809,0.686,0.736842105263158,0.736842105263158,0.736842105263158,1.531,1.98,0.781,,,,,,,,,,,,,,
0564x3,1.061,0.814,0.529,0.736842105263158,0.736842105263158,0.736842105263158,1.521,1.971,0.819,,,,,,,,,,,,,,
0565x3,1.039,0.792,0.484,0.736842105263158,0.736842105263158,0.736842105263158,1.515,2.066,0.837,,,,,,,,,,,,,,
0566x3,0.795,0.674,0.365,0.736842105263158,0.736842105263158,0.736842105263158,1.487,2.236,0.847,,,,,,,,,,,,,,
0567x3,1.022,0.762,0.371,0.736842105263158,0.736842105263158,0.736842105263158,1.553,1.992,0.777,,,,,,,,,,,,,,
0568x3,1.124,0.768,0.468,0.736842105263158,0.736842105263158,0.736842105263158,1.594,2.104,0.815,,,,,,,,,,,,,,
0569x3,0.945,0.7,0.347,0.736842105263158,0.736842105263158,0.736842105263158,1.559,2.182,0.794,,,,,,,,,,,,,,
0570x3,1.096,0.772,0.49,0.736842105263158,0.736842105263158,0.736842105263158,1.543,2.012,0.813,,,,,,,,,,,,,,
0571x3,1.141,0.782,0.736,0.736842105263158,0.736842105263158,0.736842105263158,1.684,1.935,0.825,,,,,,,,,,,,,,
0572x3,1.082,0.804,0.574,0.736842105263158,0.736842105263158,0.736842105263158,1.435,1.971,0.849,,,,,,,,,,,,,,
0573x3,1.038,0.756,0.428,0.736842105263158,0.736842105263158,0.736842105263158,1.549,2.105,0.82,,,,,,,,,,,,,,
0574x3,0.898,0.714,0.385,0.736842105263158,0.736842105263158,0.736842105263158,1.478,2.094,0.794,,,,,,,,,,,,,,
0575x3,1.061,0.808,0.452,0.736842105263158,0.736842105263158,0.736842105263158,1.467,1.869,0.768,,,,,,,,,,,,,,
0576x3,0.935,0.729,0.464,0.736842105263158,0.736842105263158,0.736842105263158,1.57,2.156,0.828,,,,,,,,,,,,,,
0577x3,1.048,0.805,0.681,0.736842105263158,0.736842105263158,0.736842105263158,1.422,1.999,0.797,,,,,,,,,,,,,,
0578x3,1.103,0.762,0.486,0.736842105263158,0.736842105263158,0.736842105263158,1.495,2.079,0.78,,,,,,,,,,,,,,
0579x3,0.879,0.724,0.449,0.736842105263158,0.736842105263158,0.736842105263158,1.463,2.037,0.841,,,,,,,,,,,,,,
0580x3,1.032,0.724,0.401,0.736842105263158,0.736842105263158,0.736842105263158,1.648,2.144,0.818,,,,,,,,,,,,,,
0581x3,0.914,0.742,0.531,0.736842105263158,0.736842105263158,0.736842105263158,1.462,2.124,0.823,,,,,,,,,,,,,,
0582x3,1.086,0.781,0.439,0.736842105263158,0.736842105263158,0.736842105263158,1.58,2.068,0.73,,,,,,,,,,,,,,
0583x3,1.042,0.761,0.345,0.736842105263158,0.736842105263158,0.736842105263158,1.455,2.05,0.819,,,,,,,,,,,,,,
0584x3,1.133,0.794,0.518,0.736842105263158,0.736842105263158,0.736842105263158,1.55,2.021,0.839,,,,,,,,,,,,,,
0585x3,0.87,0.763,0.546,0.736842105263158,0.736842105263158,0.736842105263158,1.203,1.667,0.733,,,,,,,,,,,,,,
0586x3,1.052,0.743,0.445,0.736842105263158,0.736842105263158,0.736842105263158,1.491,2.144,0.83,,,,,,,,,,,,,,
0587x3,1.09,0.757,0.469,0.736842105263158,0.736842105263158,0.736842105263158,1.478,2.03,0.809,,,,,,,,,,,,,,
0588x3,1.072,0.799,0.492,0.736842105263158,0.736842105263158,0.736842105263158,1.395,1.962,0.782,,,,,,,,,,,,,,
0589x3,0.898,0.716,0.428,0.736842105263158,0.736842105263158,0.736842105263158,1.574,2.181,0.842,,,,,,,,,,,,,,
0590x3,1.123,0.744,0.492,0.736842105263158,0.736842105263158,0.736842105263158,1.6,2.137,0.835,,,,,,,,,,,,,,
0591x3,0.898,0.719,0.589,0.736842105263158,0.736842105263158,0.736842105263158,1.436,2.11,0.788,,,,,,,,,,,,,,
0592x3,1.034,0.746,0.529,0.736842105263158,0.736842105263158,0.736842105263158,1.564,2.07,0.836,,,,,,,,,,,,,,
0593x3,1.142,0.727,0.554,0.736842105263158,0.736842105263158,0.736842105263158,1.757,2.181,0.806,,,,,,,,,,,,,,
0594x3,1.08,0.766,0.566,0.736842105263158,0.736842105263158,0.736842105263158,1.569,2.086,0.807,,,,,,,,,,,,,,
0595x3,0.942,0.709,0.466,0.736842105263158,0.736842105263158,0.736842105263158,1.576,2.121,0.82,,,,,,,,,,,,,,
0596x3,1.062,0.807,0.514,0.736842105263158,0.736842105263158,0.736842105263158,1.492,1.955,0.82,,,,,,,,,,,,,,
0597x3,1.1,0.741,0.462,0.736842105263158,0.736842105263158,0.736842105263158,1.638,2.222,0.847,,,,,,,,,,,,,,
0598x3,1.137,0.761,0.505,0.736842105263158,0.736842105263158,0.736842105263158,1.563,2.095,0.82,,,,,,,,,,,,,,
0599x3,1.123,0.76,0.548,0.736842105263158,0.736842105263158,0.736842105263158,1.496,2.059,0.809,,,,,,,,,,,,,,
0600x3,1.05,0.754,0.415,0.736842105263158,0.736842105263158,0.736842105263158,1.48,2,0.818,,,,,,,,,,,,,,
0601x3,1.107,0.806,0.844,0.736842105263158,0.736842105263158,0.736842105263158,1.558,1.931,0.784,,,,,,,,,,,,,,
0602x3,0.897,0.713,0.482,0.736842105263158,0.736842105263158,0.736842105263158,1.413,2.116,0.835,,,,,,,,,,,,,,
0603x3,1.115,0.794,0.439,0.736842105263158,0.736842105263158,0.736842105263158,1.563,2.112,0.826,,,,,,,,,,,,,,
0604x3,1.087,0.749,0.514,0.736842105263158,0.736842105263158,0.736842105263158,1.469,1.759,0.648,,,,,,,,,,,,,,
0605x3,1.084,0.73,0.467,0.736842105263158,0.736842105263158,0.736842105263158,1.603,2.104,0.864,,,,,,,,,,,,,,
0606x3,0.966,0.728,0.492,0.736842105263158,0.736842105263158,0.736842105263158,1.39,1.969,0.726,,,,,,,,,,,,,,
0607x3,1.081,0.839,0.678,0.736842105263158,0.736842105263158,0.736842105263158,1.463,1.942,0.822,,,,,,,,,,,,,,
0608x3,1.022,0.743,0.395,0.736842105263158,0.736842105263158,0.736842105263158,1.496,2.077,0.818,,,,,,,,,,,,,,
0609x3,0.994,0.736,0.532,0.736842105263158,0.736842105263158,0.736842105263158,1.498,2.043,0.827,,,,,,,,,,,,,,
0610x3,1.102,0.812,0.508,0.736842105263158,0.736842105263158,0.736842105263158,1.521,1.985,0.833,,,,,,,,,,,,,,
0611x3,0.948,0.714,0.452,0.736842105263158,0.736842105263158,0.736842105263158,1.621,2.173,0.816,,,,,,,,,,,,,,
0612x3,1.072,0.78,0.575,0.736842105263158,0.736842105263158,0.736842105263158,1.478,2.055,0.91,,,,,,,,,,,,,,
0613x3,0.926,0.733,0.415,0.736842105263158,0.736842105263158,0.736842105263158,1.523,2.164,0.847,,,,,,,,,,,,,,
0614x3,1.072,0.752,0.478,0.736842105263158,0.736842105263158,0.736842105263158,1.514,2.115,0.819,,,,,,,,,,,,,,
0615x3,1.065,0.774,0.473,0.736842105263158,0.736842105263158,0.736842105263158,1.569,2.117,0.819,,,,,,,,,,,,,,
0616x3,1.085,0.783,0.509,0.736842105263158,0.736842105263158,0.736842105263158,1.55,2.011,0.76,,,,,,,,,,,,,,
0617x3,0.991,0.751,0.542,0.736842105263158,0.736842105263158,0.736842105263158,1.5,2.062,0.802,,,,,,,,,,,,,,
