image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0191x4,0.162,0.419,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.344,1.389,0.235,,,,,,,,,,,,,,,
0192x4,0.207,0.409,0.183,0.736842105263158,0.736842105263158,0.736842105263158,0.315,1.276,0.148,,,,,,,,,,,,,,,
0193x4,0.14,0.348,0.158,0.736842105263158,0.736842105263158,0.736842105263158,0.314,1.175,0.247,,,,,,,,,,,,,,,
0194x4,0.134,0.37,0.071,0.736842105263158,0.736842105263158,0.736842105263158,0.343,1.27,0.235,,,,,,,,,,,,,,,
0195x4,0.129,0.348,0.074,0.736842105263158,0.736842105263158,0.736842105263158,0.335,1.214,0.225,,,,,,,,,,,,,,,
0196x4,0.136,0.331,0.098,0.736842105263158,0.736842105263158,0.736842105263158,0.307,1.07,0.224,,,,,,,,,,,,,,,
0197x4,0.149,0.376,0.116,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.462,0.21,,,,,,,,,,,,,,,
0198x4,0.128,0.381,0.131,0.736842105263158,0.736842105263158,0.736842105263158,0.283,1.283,0.236,,,,,,,,,,,,,,,
0199x4,0.181,0.412,0.164,0.736842105263158,0.736842105263158,0.736842105263158,0.326,1.319,0.282,,,,,,,,,,,,,,,
0200x4,0.316,0.474,0.399,0.736842105263158,0.736842105263158,0.736842105263158,0.338,1.373,0.232,,,,,,,,,,,,,,,
0201x4,0.089,0.288,0.182,0.736842105263158,0.736842105263158,0.736842105263158,0.243,0.88,0.164,,,,,,,,,,,,,,,
0202x4,0.251,0.417,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.425,1.532,0.327,,,,,,,,,,,,,,,
0203x4,0.153,0.378,0.179,0.736842105263158,0.736842105263158,0.736842105263158,0.276,1.24,0.214,,,,,,,,,,,,,,,
0204x4,0.17,0.352,0.206,0.325389973070931,0.736842105263158,0.736842105263158,0.259,1.007,0.17,,,,,,,,,,,,,,,
0205x4,,0.102,0.104,0.150969314374554,,0.736842105263158,0.323,0.913,0.153,,,,,,,,,,,,,,,
0206x4,0.079,0.266,0.075,0.736842105263158,0.736842105263158,0.736842105263158,0.279,0.921,0.199,,,,,,,,,,,,,,,
0207x4,0.117,0.336,0.112,0.736842105263158,0.736842105263158,0.736842105263158,0.323,1.214,0.275,,,,,,,,,,,,,,,
0208x4,,0.284,,0.736842105263158,0.736842105263158,0.736842105263158,0.301,1.095,0.214,,,,,,,,,,,,,,,
0209x4,0.098,0.286,0.07,0.736842105263158,0.736842105263158,0.736842105263158,0.306,1.058,0.219,,,,,,,,,,,,,,,
0210x4,,0.352,,0.736842105263158,0.736842105263158,0.736842105263158,0.348,1.353,0.289,,,,,,,,,,,,,,,
0211x4,0.396,0.452,0.306,0.736842105263158,0.736842105263158,0.736842105263158,0.274,1.173,0.229,,,,,,,,,,,,,,,
0212x4,0.157,0.409,0.143,0.736842105263158,0.736842105263158,0.736842105263158,0.291,1.215,0.209,,,,,,,,,,,,,,,
0213x4,0.112,0.392,0.095,0.736842105263158,0.736842105263158,0.736842105263158,0.329,1.298,0.247,,,,,,,,,,,,,,,
0214x4,0.166,0.363,0.223,0.278425806984878,0.736842105263158,0.736842105263158,0.246,1.065,0.19,,,,,,,,,,,,,,,
0215x4,0.219,0.426,0.205,0.736842105263158,0.736842105263158,0.736842105263158,0.371,1.308,0.263,,,,,,,,,,,,,,,
0216x4,0.182,0.369,0.175,0.736842105263158,0.736842105263158,0.736842105263158,0.256,1.028,0.194,,,,,,,,,,,,,,,
0217x4,0.195,0.412,0.198,0.736842105263158,0.736842105263158,0.736842105263158,0.353,1.205,0.292,,,,,,,,,,,,,,,
0218x4,0.121,0.276,0.129,0.321066518017477,0.736842105263158,0.736842105263158,0.27,0.921,0.244,,,,,,,,,,,,,,,
0219x4,0.117,0.333,0.061,0.736842105263158,0.736842105263158,0.736842105263158,0.344,1.266,0.243,,,,,,,,,,,,,,,
0220x4,0.142,0.325,0.138,0.736842105263158,0.736842105263158,0.736842105263158,0.309,1.078,0.224,,,,,,,,,,,,,,,
0221x4,0.188,0.419,0.182,0.736842105263158,0.736842105263158,0.736842105263158,0.309,1.259,0.208,,,,,,,,,,,,,,,
0222x4,0.055,0.288,,0.736842105263158,0.736842105263158,0.736842105263158,0.265,1.047,0.16,,,,,,,,,,,,,,,
0223x4,0.162,0.354,0.147,0.736842105263158,0.736842105263158,0.736842105263158,0.32,1.275,0.245,,,,,,,,,,,,,,,
0224x4,0.126,0.326,,0.736842105263158,0.736842105263158,0.736842105263158,0.316,1.151,0.205,,,,,,,,,,,,,,,
0225x4,0.231,0.424,0.236,0.736842105263158,0.736842105263158,0.736842105263158,0.308,1.253,0.224,,,,,,,,,,,,,,,
0226x4,0.186,0.318,0.123,0.258503161084448,0.736842105263158,0.736842105263158,0.239,0.969,0.194,,,,,,,,,,,,,,,
0227x4,0.059,0.255,,0.736842105263158,0.736842105263158,0.736842105263158,0.325,1.009,0.212,,,,,,,,,,,,,,,
0228x4,0.158,0.379,0.135,0.736842105263158,0.736842105263158,0.736842105263158,0.324,1.224,0.246,,,,,,,,,,,,,,,
0229x4,0.053,0.251,,0.736842105263158,0.736842105263158,0.736842105263158,0.288,0.964,0.193,,,,,,,,,,,,,,,
0230x4,0.09,0.38,0.068,0.736842105263158,0.736842105263158,0.736842105263158,0.343,1.391,0.273,,,,,,,,,,,,,,,
0231x4,0.188,0.455,0.146,0.736842105263158,0.736842105263158,0.736842105263158,0.33,1.597,0.204,,,,,,,,,,,,,,,
0232x4,0.133,0.328,0.145,0.291139306263397,0.736842105263158,0.736842105263158,0.26,1.046,0.214,,,,,,,,,,,,,,,
0233x4,0.086,0.28,0.052,0.736842105263158,0.736842105263158,0.736842105263158,0.32,1.102,0.201,,,,,,,,,,,,,,,
0234x4,0.128,0.275,0.113,0.736842105263158,0.736842105263158,0.736842105263158,0.254,0.94,0.236,,,,,,,,,,,,,,,
0235x4,0.088,0.246,0.106,0.736842105263158,0.736842105263158,0.736842105263158,0.25,0.978,0.19,,,,,,,,,,,,,,,
0236x4,0.278,0.361,0.17,0.736842105263158,0.736842105263158,0.736842105263158,0.287,0.975,0.194,,,,,,,,,,,,,,,
0237x4,,0.172,,0.736842105263158,0.736842105263158,0.736842105263158,0.248,0.745,0.147,,,,,,,,,,,,,,,
0238x4,0.157,0.349,0.099,0.736842105263158,0.736842105263158,0.736842105263158,0.335,1.149,0.198,,,,,,,,,,,,,,,
0239x4,0.13,0.336,0.122,0.736842105263158,0.736842105263158,0.736842105263158,0.263,1.184,0.164,,,,,,,,,,,,,,,
0240x4,0.128,0.325,0.084,0.736842105263158,0.736842105263158,0.736842105263158,0.261,0.999,0.171,,,,,,,,,,,,,,,
0241x4,0.09,0.369,0.073,0.736842105263158,0.736842105263158,0.736842105263158,0.36,1.394,0.252,,,,,,,,,,,,,,,
0242x4,0.256,0.456,0.35,0.736842105263158,0.736842105263158,0.736842105263158,0.317,1.161,0.256,,,,,,,,,,,,,,,
0243x4,,0.137,0.098,0.154474625523287,,,0.185,0.677,0.158,,,,,,,,,,,,,,,
0244x4,0.151,0.305,0.122,0.736842105263158,0.736842105263158,0.736842105263158,0.265,0.953,0.194,,,,,,,,,,,,,,,
0245x4,0.234,0.336,0.183,0.736842105263158,0.736842105263158,0.736842105263158,0.311,1.039,0.234,,,,,,,,,,,,,,,
0246x4,0.118,0.238,0.077,0.736842105263158,0.736842105263158,0.736842105263158,0.284,0.771,0.178,,,,,,,,,,,,,,,
0247x4,0.105,0.294,0.13,0.736842105263158,0.736842105263158,0.736842105263158,0.269,0.97,0.168,,,,,,,,,,,,,,,
0248x4,0.161,0.32,0.124,0.736842105263158,0.736842105263158,0.736842105263158,0.361,1.195,0.225,,,,,,,,,,,,,,,
0249x4,0.154,0.324,0.153,0.736842105263158,0.736842105263158,0.736842105263158,0.302,1.099,0.201,,,,,,,,,,,,,,,
0250x4,0.12,0.352,0.085,0.736842105263158,0.736842105263158,0.736842105263158,0.313,1.16,0.229,,,,,,,,,,,,,,,
0251x4,0.102,0.307,0.068,0.736842105263158,0.736842105263158,0.736842105263158,0.29,1.122,0.22,,,,,,,,,,,,,,,
0252x4,0.148,0.366,0.155,0.736842105263158,0.736842105263158,0.736842105263158,0.322,1.134,0.215,,,,,,,,,,,,,,,
0253x4,0.107,0.334,,0.736842105263158,0.736842105263158,0.736842105263158,0.307,1.17,0.231,,,,,,,,,,,,,,,
0254x4,0.194,0.382,0.114,0.736842105263158,0.736842105263158,0.736842105263158,0.341,1.183,0.275,,,,,,,,,,,,,,,
0255x4,0.151,0.316,0.07,0.736842105263158,0.736842105263158,0.736842105263158,0.299,1.155,0.212,,,,,,,,,,,,,,,
0256x4,0.163,0.324,0.104,0.736842105263158,0.736842105263158,0.736842105263158,0.31,1.038,0.204,,,,,,,,,,,,,,,
0257x4,0.153,0.309,0.232,0.339274176709683,0.736842105263158,0.736842105263158,0.242,0.75,0.181,,,,,,,,,,,,,,,
0258x4,0.078,0.341,0.059,0.736842105263158,0.736842105263158,0.736842105263158,0.307,1.27,0.235,,,,,,,,,,,,,,,
0259x4,0.104,0.325,0.111,0.736842105263158,0.736842105263158,0.736842105263158,0.313,1.036,0.245,,,,,,,,,,,,,,,
0260x4,0.101,0.365,0.095,0.736842105263158,0.736842105263158,0.736842105263158,0.295,1.23,0.261,,,,,,,,,,,,,,,
0261x4,0.158,0.367,0.156,0.736842105263158,0.736842105263158,0.736842105263158,0.263,1.111,0.201,,,,,,,,,,,,,,,
0262x4,,0.312,0.155,0.736842105263158,0.736842105263158,0.736842105263158,0.315,1.053,0.219,,,,,,,,,,,,,,,
0263x4,0.145,0.355,0.134,0.736842105263158,0.736842105263158,0.736842105263158,0.319,1.179,0.247,,,,,,,,,,,,,,,
0264x4,0.15,0.252,0.142,0.736842105263158,0.736842105263158,0.736842105263158,0.29,0.938,0.192,,,,,,,,,,,,,,,
0265x4,0.08,0.284,,0.736842105263158,0.736842105263158,0.736842105263158,0.233,0.98,0.093,,,,,,,,,,,,,,,
0266x4,0.159,0.316,0.099,0.324588110464122,0.736842105263158,0.736842105263158,0.211,1.016,0.23,,,,,,,,,,,,,,,
0267x4,0.136,0.351,0.145,0.736842105263158,0.736842105263158,0.736842105263158,0.304,1.116,0.23,,,,,,,,,,,,,,,
0268x4,0.14,0.397,0.137,0.736842105263158,0.736842105263158,0.736842105263158,0.321,1.281,0.249,,,,,,,,,,,,,,,
0269x4,0.135,0.367,0.124,0.736842105263158,0.736842105263158,0.736842105263158,0.314,1.149,0.259,,,,,,,,,,,,,,,
0270x4,0.089,0.275,0.088,0.736842105263158,0.736842105263158,0.736842105263158,0.28,1.095,0.173,,,,,,,,,,,,,,,
0271x4,0.119,0.313,0.086,0.355264334123399,0.736842105263158,0.102059676317093,0.243,0.85,0.15,,,,,,,,,,,,,,,
0272x4,0.06,0.238,,0.736842105263158,0.736842105263158,0.736842105263158,0.297,1.022,0.181,,,,,,,,,,,,,,,
0273x4,0.278,0.399,0.189,0.736842105263158,0.736842105263158,0.736842105263158,0.313,1.304,0.142,,,,,,,,,,,,,,,
0274x4,0.182,0.359,0.116,0.736842105263158,0.736842105263158,0.736842105263158,0.322,1.248,0.218,,,,,,,,,,,,,,,
0275x4,0.184,0.278,0.143,0.736842105263158,0.736842105263158,0.736842105263158,0.281,0.911,0.201,,,,,,,,,,,,,,,
0276x4,0.105,0.304,0.072,0.736842105263158,0.736842105263158,0.736842105263158,0.311,1.128,0.226,,,,,,,,,,,,,,,
0277x4,0.11,0.288,0.097,0.736842105263158,0.736842105263158,0.736842105263158,0.27,1.118,0.223,,,,,,,,,,,,,,,
0278x4,0.148,0.328,0.113,0.736842105263158,0.736842105263158,0.736842105263158,0.334,1.108,0.199,,,,,,,,,,,,,,,
0279x4,0.121,0.361,0.094,0.736842105263158,0.736842105263158,0.736842105263158,0.32,1.302,0.277,,,,,,,,,,,,,,,
0280x4,0.087,0.309,0.113,0.736842105263158,0.736842105263158,0.736842105263158,0.277,1.197,0.17,,,,,,,,,,,,,,,
0281x4,0.222,0.281,0.189,0.176029334822199,,0.736842105263158,0.197,0.758,0.128,,,,,,,,,,,,,,,
0282x4,0.201,0.359,0.216,0.736842105263158,0.736842105263158,0.736842105263158,0.329,1.279,0.242,,,,,,,,,,,,,,,
0283x4,0.101,0.277,0.095,0.736842105263158,0.736842105263158,0.736842105263158,0.256,0.935,0.2,,,,,,,,,,,,,,,
0284x4,0.183,0.41,0.132,0.736842105263158,0.736842105263158,0.736842105263158,0.323,1.339,0.298,,,,,,,,,,,,,,,
0285x4,0.113,0.314,,0.736842105263158,0.736842105263158,0.736842105263158,0.319,1.159,0.224,,,,,,,,,,,,,,,
0286x4,0.18,0.301,0.182,0.284301851268769,0.736842105263158,,0.242,0.831,0.168,,,,,,,,,,,,,,,
0287x4,,0.234,0.084,0.736842105263158,0.736842105263158,0.736842105263158,0.263,0.89,0.175,,,,,,,,,,,,,,,
0288x4,,0.293,0.166,0.736842105263158,0.736842105263158,0.736842105263158,0.286,1.294,0.179,,,,,,,,,,,,,,,
0289x4,0.098,0.272,,0.736842105263158,0.736842105263158,0.736842105263158,0.275,0.875,0.164,,,,,,,,,,,,,,,
0290x4,0.204,0.376,0.235,0.736842105263158,0.736842105263158,0.736842105263158,0.293,1.21,0.239,,,,,,,,,,,,,,,
0291x4,0.23,0.494,,0.736842105263158,0.736842105263158,0.736842105263158,0.323,1.434,0.284,,,,,,,,,,,,,,,
0292x4,0.054,0.233,0.102,0.736842105263158,0.736842105263158,0.736842105263158,0.245,0.837,0.215,,,,,,,,,,,,,,,
0293x4,0.065,0.256,0.083,0.336122070956157,0.736842105263158,0.736842105263158,0.216,0.85,0.151,,,,,,,,,,,,,,,
0294x4,0.14,0.326,0.099,0.736842105263158,0.736842105263158,0.736842105263158,0.313,1.111,0.212,,,,,,,,,,,,,,,
0295x4,0.193,0.487,0.311,0.736842105263158,0.736842105263158,0.736842105263158,0.368,1.454,0.319,,,,,,,,,,,,,,,
0296x4,0.155,0.344,0.138,0.736842105263158,0.736842105263158,0.736842105263158,0.327,1.156,0.193,,,,,,,,,,,,,,,
0297x4,0.212,0.357,,0.736842105263158,0.736842105263158,0.736842105263158,0.394,1.213,0.206,,,,,,,,,,,,,,,
0298x4,0.174,0.414,0.179,0.736842105263158,0.736842105263158,0.736842105263158,0.345,1.381,0.174,,,,,,,,,,,,,,,
0299x4,,0.2,,0.275031877578886,0.736842105263158,0.736842105263158,0.211,0.81,0.144,,,,,,,,,,,,,,,
0300x4,0.165,0.278,0.148,0.339170967146635,0.736842105263158,0.736842105263158,0.256,0.722,0.168,,,,,,,,,,,,,,,
0301x4,,0.312,0.094,0.736842105263158,0.736842105263158,0.736842105263158,0.333,1.249,0.267,,,,,,,,,,,,,,,
0302x4,0.114,0.401,,0.736842105263158,0.736842105263158,0.736842105263158,0.339,1.446,0.28,,,,,,,,,,,,,,,
0303x4,0.148,0.331,0.193,0.736842105263158,0.736842105263158,0.736842105263158,0.295,1.113,0.167,,,,,,,,,,,,,,,
0304x4,0.236,0.449,0.242,0.736842105263158,0.736842105263158,0.736842105263158,0.336,1.502,0.283,,,,,,,,,,,,,,,
0305x4,0.183,0.339,0.207,0.278985682342602,0.736842105263158,0.736842105263158,0.208,0.819,0.179,,,,,,,,,,,,,,,
0306x4,,0.09,,0.736842105263158,0.736842105263158,0.736842105263158,0.244,0.852,0.145,,,,,,,,,,,,,,,
0307x4,0.22,0.384,0.199,0.736842105263158,0.736842105263158,0.736842105263158,0.348,1.243,0.246,,,,,,,,,,,,,,,
0308x4,0.193,0.426,0.219,0.736842105263158,0.736842105263158,0.736842105263158,0.389,1.397,0.336,,,,,,,,,,,,,,,
0309x4,0.121,0.28,0.082,0.736842105263158,0.736842105263158,0.736842105263158,0.258,0.902,0.151,,,,,,,,,,,,,,,
0310x4,0.216,0.41,0.168,0.736842105263158,0.736842105263158,0.736842105263158,0.386,1.376,0.253,,,,,,,,,,,,,,,
0311x4,0.206,0.274,0.171,0.289466757725974,0.736842105263158,0.736842105263158,0.187,0.728,0.162,,,,,,,,,,,,,,,
0312x4,0.117,0.298,0.07,0.736842105263158,0.736842105263158,0.736842105263158,0.297,1.036,0.191,,,,,,,,,,,,,,,
0313x4,0.101,0.227,0.087,0.258995357691026,,0.105759074969003,0.226,0.714,0.135,,,,,,,,,,,,,,,
0314x4,,0.286,,0.736842105263158,0.736842105263158,0.736842105263158,0.319,1.12,0.239,,,,,,,,,,,,,,,
0315x4,0.158,0.318,0.155,0.736842105263158,0.736842105263158,0.736842105263158,0.286,1.053,0.208,,,,,,,,,,,,,,,
0316x4,0.104,0.365,,0.736842105263158,0.736842105263158,0.736842105263158,0.379,1.499,0.281,,,,,,,,,,,,,,,
0317x4,0.153,0.329,0.121,0.736842105263158,0.736842105263158,0.736842105263158,0.282,0.967,0.223,,,,,,,,,,,,,,,
0318x4,0.161,0.364,0.143,0.736842105263158,0.736842105263158,0.736842105263158,0.304,1.147,0.23,,,,,,,,,,,,,,,
0319x4,0.158,0.324,0.161,0.736842105263158,0.736842105263158,0.736842105263158,0.305,1.062,0.214,,,,,,,,,,,,,,,
0320x4,,0.235,,0.736842105263158,0.736842105263158,0.736842105263158,0.351,1.303,0.284,,,,,,,,,,,,,,,
0321x4,0.159,0.353,,0.736842105263158,0.736842105263158,0.736842105263158,0.313,1.259,0.243,,,,,,,,,,,,,,,
0322x4,0.167,0.406,0.153,0.736842105263158,0.736842105263158,0.736842105263158,0.356,1.277,0.276,,,,,,,,,,,,,,,
0323x4,0.1,0.367,0.105,0.736842105263158,0.736842105263158,0.736842105263158,0.406,1.291,0.452,,,,,,,,,,,,,,,
0324x4,0.209,0.326,0.09,0.736842105263158,0.736842105263158,0.736842105263158,0.309,1.159,0.184,,,,,,,,,,,,,,,
0325x4,0.186,0.295,0.133,0.346793154275306,0.736842105263158,0.736842105263158,0.225,0.748,0.158,,,,,,,,,,,,,,,
0326x4,0.206,0.392,0.187,0.736842105263158,0.736842105263158,0.736842105263158,0.326,1.209,0.215,,,,,,,,,,,,,,,
0327x4,0.148,0.297,0.114,0.736842105263158,0.736842105263158,0.736842105263158,0.289,1.014,0.185,,,,,,,,,,,,,,,
0328x4,0.072,0.266,0.132,0.736842105263158,0.736842105263158,0.736842105263158,0.29,0.996,0.249,,,,,,,,,,,,,,,
0329x4,0.223,0.342,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.319,0.984,0.197,,,,,,,,,,,,,,,
0330x4,0.09,0.358,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.241,1.227,0.159,,,,,,,,,,,,,,,
0331x4,0.244,0.375,0.285,0.736842105263158,0.736842105263158,0.736842105263158,0.366,1.181,0.262,,,,,,,,,,,,,,,
0332x4,0.134,0.348,0.094,0.736842105263158,0.736842105263158,0.736842105263158,0.333,1.271,0.151,,,,,,,,,,,,,,,
0333x4,0.204,0.444,0.085,0.736842105263158,0.736842105263158,0.736842105263158,0.333,1.507,0.202,,,,,,,,,,,,,,,
0334x4,0.198,0.393,0.18,0.736842105263158,0.736842105263158,0.736842105263158,0.273,1.188,0.149,,,,,,,,,,,,,,,
0335x4,0.085,0.187,0.079,0.736842105263158,0.736842105263158,0.736842105263158,0.276,0.83,0.17,,,,,,,,,,,,,,,
0336x4,0.104,0.318,0.082,0.736842105263158,0.736842105263158,0.736842105263158,0.297,1.136,0.179,,,,,,,,,,,,,,,
0337x4,0.183,0.376,0.14,0.736842105263158,0.736842105263158,0.736842105263158,0.368,1.075,0.262,,,,,,,,,,,,,,,
0338x4,0.149,0.368,0.121,0.736842105263158,0.736842105263158,0.736842105263158,0.344,1.169,0.243,,,,,,,,,,,,,,,
0339x4,0.193,0.441,0.158,0.736842105263158,0.736842105263158,0.736842105263158,0.365,1.369,0.248,,,,,,,,,,,,,,,
0340x4,,0.136,,0.330137855314004,0.736842105263158,0.736842105263158,0.216,0.583,0.123,,,,,,,,,,,,,,,
0341x4,0.181,0.273,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.271,0.821,0.169,,,,,,,,,,,,,,,
0342x4,0.092,0.342,,0.736842105263158,0.736842105263158,0.736842105263158,0.291,1.116,0.208,,,,,,,,,,,,,,,
0343x4,0.156,0.286,0.177,0.277620710651784,0.736842105263158,0.736842105263158,0.23,0.848,0.181,,,,,,,,,,,,,,,
0344x4,0.13,0.254,0.139,0.736842105263158,0.736842105263158,0.736842105263158,0.277,0.87,0.161,,,,,,,,,,,,,,,
0345x4,0.089,0.356,0.074,0.736842105263158,0.736842105263158,0.736842105263158,0.322,1.238,0.219,,,,,,,,,,,,,,,
0346x4,0.129,0.276,0.122,0.736842105263158,0.736842105263158,0.736842105263158,0.289,0.913,0.225,,,,,,,,,,,,,,,
0347x4,0.18,0.35,0.102,0.736842105263158,0.736842105263158,0.736842105263158,0.328,1.104,0.244,,,,,,,,,,,,,,,
0348x4,0.103,0.224,0.077,0.736842105263158,0.736842105263158,0.736842105263158,0.217,0.818,0.14,,,,,,,,,,,,,,,
0349x4,0.151,0.279,0.088,0.736842105263158,0.736842105263158,0.736842105263158,0.245,0.91,0.053,,,,,,,,,,,,,,,
0350x4,0.135,0.254,0.091,0.252694375458641,0.736842105263158,,0.257,0.736,0.096,,,,,,,,,,,,,,,
0351x4,0.104,0.315,,0.736842105263158,0.736842105263158,0.736842105263158,0.314,1.092,0.257,,,,,,,,,,,,,,,
0352x4,0.051,0.207,,0.300147394285092,,0.736842105263158,0.181,0.758,0.109,,,,,,,,,,,,,,,
0353x4,0.228,0.451,0.228,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.343,0.253,,,,,,,,,,,,,,,
0354x4,0.125,0.342,0.094,0.736842105263158,0.736842105263158,0.736842105263158,0.296,1.264,0.261,,,,,,,,,,,,,,,
0355x4,0.148,0.31,0.091,0.736842105263158,0.736842105263158,0.736842105263158,0.318,1.023,0.203,,,,,,,,,,,,,,,
0356x4,,0.189,,0.736842105263158,0.736842105263158,0.736842105263158,0.271,0.852,0.182,,,,,,,,,,,,,,,
0357x4,0.111,0.35,0.287,0.341913075280898,0.736842105263158,0.736842105263158,0.245,0.805,0.115,,,,,,,,,,,,,,,
0358x4,0.139,0.357,0.107,0.736842105263158,0.736842105263158,0.736842105263158,0.293,1.135,0.214,,,,,,,,,,,,,,,
0359x4,0.169,0.359,0.165,0.736842105263158,0.736842105263158,0.736842105263158,0.315,1.222,0.229,,,,,,,,,,,,,,,
0360x4,0.152,0.405,0.122,0.736842105263158,0.736842105263158,0.736842105263158,0.32,1.222,0.265,,,,,,,,,,,,,,,
0361x4,0.174,0.346,0.153,0.736842105263158,0.736842105263158,0.736842105263158,0.322,1.146,0.195,,,,,,,,,,,,,,,
0362x4,0.16,0.44,0.179,0.736842105263158,0.736842105263158,0.736842105263158,0.354,1.289,0.31,,,,,,,,,,,,,,,
0363x4,,0.275,,0.317009785443335,0.736842105263158,0.736842105263158,0.275,0.912,0.161,,,,,,,,,,,,,,,
0364x4,0.118,0.334,0.081,0.736842105263158,0.736842105263158,0.736842105263158,0.284,1.134,0.223,,,,,,,,,,,,,,,
0365x4,0.145,0.232,0.079,0.736842105263158,0.736842105263158,0.736842105263158,0.264,0.86,0.171,,,,,,,,,,,,,,,
0366x4,0.172,0.327,0.148,0.736842105263158,0.736842105263158,0.736842105263158,0.261,1.057,0.172,,,,,,,,,,,,,,,
0367x4,0.126,0.271,0.155,0.736842105263158,0.736842105263158,0.736842105263158,0.317,0.954,0.147,,,,,,,,,,,,,,,
0368x4,0.176,0.342,0.098,0.736842105263158,0.736842105263158,0.736842105263158,0.282,1.07,0.198,,,,,,,,,,,,,,,
0369x4,0.151,0.32,0.074,0.736842105263158,0.736842105263158,0.736842105263158,0.341,1.188,0.224,,,,,,,,,,,,,,,
0370x4,0.14,0.362,0.076,0.736842105263158,0.736842105263158,0.736842105263158,0.286,1.198,0.133,,,,,,,,,,,,,,,
0371x4,0.122,0.307,0.106,0.736842105263158,0.736842105263158,0.736842105263158,0.29,1.055,0.209,,,,,,,,,,,,,,,
0372x4,0.2,0.358,0.159,0.736842105263158,0.736842105263158,0.736842105263158,0.256,1.047,0.113,,,,,,,,,,,,,,,
0373x4,0.095,0.298,,0.736842105263158,0.736842105263158,0.736842105263158,0.318,1.036,0.245,,,,,,,,,,,,,,,
0374x4,0.102,0.312,0.072,0.736842105263158,0.736842105263158,0.736842105263158,0.322,1.006,0.24,,,,,,,,,,,,,,,
0375x4,0.123,0.253,0.092,0.736842105263158,0.736842105263158,0.736842105263158,0.242,0.717,0.167,,,,,,,,,,,,,,,
0376x4,0.217,0.379,0.13,0.736842105263158,0.736842105263158,0.736842105263158,0.347,1.31,0.25,,,,,,,,,,,,,,,
0377x4,0.145,0.367,0.258,0.736842105263158,0.736842105263158,0.736842105263158,0.31,1.271,0.264,,,,,,,,,,,,,,,
0378x4,0.244,0.449,0.303,0.736842105263158,0.736842105263158,0.736842105263158,0.335,1.342,0.238,,,,,,,,,,,,,,,
0379x4,0.073,0.217,0.068,0.736842105263158,0.736842105263158,0.736842105263158,0.255,0.903,0.199,,,,,,,,,,,,,,,
0380x4,0.15,0.394,0.143,0.736842105263158,0.736842105263158,0.736842105263158,0.32,1.288,0.267,,,,,,,,,,,,,,,
0381x4,0.127,0.272,0.118,0.736842105263158,0.736842105263158,0.736842105263158,0.252,0.909,0.177,,,,,,,,,,,,,,,
0382x4,0.122,0.343,0.121,0.359971981042681,0.736842105263158,0.736842105263158,0.227,0.991,0.162,,,,,,,,,,,,,,,
0383x4,0.156,0.297,0.141,0.736842105263158,0.736842105263158,0.736842105263158,0.278,0.918,0.193,,,,,,,,,,,,,,,
0384x4,0.108,0.309,0.091,0.736842105263158,0.736842105263158,,0.262,1.064,0.151,,,,,,,,,,,,,,,
0385x4,0.098,0.27,,0.736842105263158,0.736842105263158,0.736842105263158,0.278,0.899,0.173,,,,,,,,,,,,,,,
0386x4,0.058,0.283,0.061,0.736842105263158,0.736842105263158,0.736842105263158,0.284,1.002,0.232,,,,,,,,,,,,,,,
0387x4,0.198,0.291,0.175,0.736842105263158,0.736842105263158,0.736842105263158,0.257,0.755,0.149,,,,,,,,,,,,,,,
0388x4,0.121,0.337,0.125,0.736842105263158,0.736842105263158,0.736842105263158,0.331,1.079,0.238,,,,,,,,,,,,,,,
0389x4,0.162,0.359,0.144,0.736842105263158,0.736842105263158,0.736842105263158,0.34,1.275,0.227,,,,,,,,,,,,,,,
0390x4,0.064,0.257,,0.736842105263158,0.736842105263158,0.736842105263158,0.247,0.766,0.176,,,,,,,,,,,,,,,
0391x4,0.232,0.464,0.208,0.736842105263158,0.736842105263158,0.736842105263158,0.361,1.434,0.262,,,,,,,,,,,,,,,
0392x4,0.123,0.327,,0.736842105263158,0.736842105263158,0.736842105263158,0.393,1.5,0.226,,,,,,,,,,,,,,,
0393x4,0.165,0.314,0.136,0.736842105263158,0.736842105263158,0.736842105263158,0.313,1.001,0.231,,,,,,,,,,,,,,,
0394x4,0.181,0.361,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.298,1.075,0.219,,,,,,,,,,,,,,,
0395x4,0.218,0.401,0.313,0.736842105263158,0.736842105263158,0.736842105263158,0.312,1.404,0.183,,,,,,,,,,,,,,,
0396x4,0.223,0.32,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.328,0.976,0.204,,,,,,,,,,,,,,,
0397x4,,0.224,0.125,0.736842105263158,0.736842105263158,0.736842105263158,0.253,0.886,0.169,,,,,,,,,,,,,,,
