image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0102x4,0.183,0.372,0.158,0.736842105263158,0.736842105263158,0.736842105263158,0.336,1.276,0.226,,,,,,,,,,,,,,
0103x4,0.139,0.367,0.103,0.736842105263158,0.736842105263158,0.736842105263158,0.306,1.375,0.211,,,,,,,,,,,,,,
0104x4,0.12,0.334,0.156,0.736842105263158,0.736842105263158,0.736842105263158,0.279,1.072,0.179,,,,,,,,,,,,,,
0105x4,0.142,0.35,0.098,0.736842105263158,0.736842105263158,0.736842105263158,0.309,1.232,0.226,,,,,,,,,,,,,,
0106x4,0.102,0.251,0.109,0.736842105263158,0.736842105263158,0.736842105263158,0.29,0.998,0.186,,,,,,,,,,,,,,
0107x4,0.217,0.368,0.198,0.236258898559899,0.736842105263158,0.736842105263158,0.27,0.976,0.177,,,,,,,,,,,,,,
0108x4,0.215,0.372,0.205,0.736842105263158,0.736842105263158,0.736842105263158,0.313,1.102,0.226,,,,,,,,,,,,,,
0109x4,0.165,0.352,0.154,0.736842105263158,0.736842105263158,0.736842105263158,0.302,1.18,0.233,,,,,,,,,,,,,,
0110x4,0.257,0.473,0.285,0.736842105263158,0.736842105263158,0.736842105263158,0.356,1.41,0.286,,,,,,,,,,,,,,
0111x4,0.072,0.255,0.078,0.736842105263158,0.736842105263158,0.736842105263158,0.276,0.952,0.187,,,,,,,,,,,,,,
0112x4,0.13,0.324,0.102,0.736842105263158,0.736842105263158,0.736842105263158,0.318,1.097,0.232,,,,,,,,,,,,,,
0113x4,0.194,0.335,0.199,0.736842105263158,0.736842105263158,0.736842105263158,0.294,0.985,0.195,,,,,,,,,,,,,,
0114x4,0.133,0.362,0.231,0.736842105263158,0.736842105263158,0.736842105263158,0.337,1.097,0.228,,,,,,,,,,,,,,
0115x4,0.158,0.379,0.136,0.736842105263158,0.736842105263158,0.736842105263158,0.338,1.236,0.276,,,,,,,,,,,,,,
0116x4,0.146,0.322,0.165,0.736842105263158,0.736842105263158,0.736842105263158,0.295,1.076,0.202,,,,,,,,,,,,,,
0117x4,0.194,0.331,0.153,0.736842105263158,0.736842105263158,0.736842105263158,0.312,0.938,0.164,,,,,,,,,,,,,,
0118x4,0.138,0.391,0.133,0.736842105263158,0.736842105263158,0.736842105263158,0.331,1.262,0.253,,,,,,,,,,,,,,
0119x4,0.089,0.274,,0.736842105263158,0.736842105263158,0.736842105263158,0.293,0.925,0.186,,,,,,,,,,,,,,
0120x4,0.109,0.342,0.052,0.736842105263158,0.736842105263158,0.736842105263158,0.334,1.296,0.262,,,,,,,,,,,,,,
0121x4,0.161,0.38,0.203,0.736842105263158,0.736842105263158,0.736842105263158,0.33,1.273,0.232,,,,,,,,,,,,,,
0122x4,0.195,0.43,0.189,0.736842105263158,0.736842105263158,0.736842105263158,0.381,1.583,0.201,,,,,,,,,,,,,,
0123x4,0.123,0.401,0.18,0.736842105263158,0.736842105263158,0.736842105263158,0.313,1.249,0.267,,,,,,,,,,,,,,
0124x4,0.16,0.342,0.13,0.736842105263158,0.736842105263158,0.736842105263158,0.305,1.129,0.247,,,,,,,,,,,,,,
0125x4,0.216,0.375,0.197,0.736842105263158,0.736842105263158,0.736842105263158,0.329,1.179,0.243,,,,,,,,,,,,,,
0126x4,0.243,0.453,0.275,0.736842105263158,0.736842105263158,0.736842105263158,0.34,1.284,0.217,,,,,,,,,,,,,,
0127x4,0.175,0.364,0.182,0.736842105263158,0.736842105263158,0.736842105263158,0.32,1.209,0.267,,,,,,,,,,,,,,
0128x4,0.112,0.322,,0.736842105263158,0.736842105263158,0.736842105263158,0.314,1.122,0.197,,,,,,,,,,,,,,
0129x4,0.143,0.38,0.077,0.736842105263158,0.736842105263158,0.736842105263158,0.344,1.428,0.271,,,,,,,,,,,,,,
0130x4,0.175,0.304,0.165,0.736842105263158,0.736842105263158,0.736842105263158,0.302,1.033,0.203,,,,,,,,,,,,,,
0131x4,0.087,0.298,0.159,0.736842105263158,0.736842105263158,0.736842105263158,0.296,1.037,0.202,,,,,,,,,,,,,,
0132x4,0.15,0.32,0.119,0.736842105263158,0.736842105263158,0.736842105263158,0.281,1.106,0.33,,,,,,,,,,,,,,
0133x4,0.12,0.311,0.132,0.736842105263158,0.736842105263158,0.736842105263158,0.317,1.084,0.231,,,,,,,,,,,,,,
0134x4,0.146,0.32,0.134,0.736842105263158,0.736842105263158,0.736842105263158,0.306,0.979,0.238,,,,,,,,,,,,,,
0135x4,0.165,0.388,0.172,0.736842105263158,0.736842105263158,0.736842105263158,0.378,1.392,0.269,,,,,,,,,,,,,,
0136x4,0.15,0.357,0.128,0.736842105263158,0.736842105263158,0.736842105263158,0.327,1.198,0.223,,,,,,,,,,,,,,
0137x4,0.175,0.422,0.139,0.736842105263158,0.736842105263158,0.736842105263158,0.338,1.445,0.257,,,,,,,,,,,,,,
0138x4,0.169,0.388,0.138,0.736842105263158,0.736842105263158,0.736842105263158,0.335,1.232,0.222,,,,,,,,,,,,,,
0139x4,0.143,0.359,0.21,0.736842105263158,0.736842105263158,0.736842105263158,0.252,0.966,0.108,,,,,,,,,,,,,,
0140x4,0.144,0.36,0.146,0.736842105263158,0.736842105263158,0.736842105263158,0.275,1.217,0.229,,,,,,,,,,,,,,
